0,1,2
POINTS,4,Buena Vista (9/7/2019) Bethany Lutheran (9/14/2019)
GOALS,2,Buena Vista (9/7/2019) Bethany Lutheran (9/14/2019)
ASSISTS,2,Buena Vista (9/7/2019)
SHOTS,10,Buena Vista (9/7/2019)
SHOTS ON GOAL,6,Lawrence University (9/29/2019)
SAVES,14,Carleton (9/8/2019)
FOULS,2,"Dubuque, Univ. of, (8/30/2019) Edgewood College (9/21/2019) Neb. Wesleyan (9/24/2019) St. Norbert (10/20/2019)"
