Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2016 (Thursday)",,Away,Carroll University,"Waukesha, Wis.",,,"L,1-4",
"September 3, 2016 (Saturday)",,Away,Marian University,"Fond du Lac, Wis.",,,"L,1-2",
"September 4, 2016 (Sunday)",,Home,Bethany Lutheran College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-3",
"September 13, 2016 (Tuesday)",,Home,Edgewood College,"Beloit, Wis./Strong Complex Soccer Field",,,"W,2-1OT2",
"September 17, 2016 (Saturday)",,Away,Illinois Institute of Technology,"Chicago, Ill.",,,"W,6-0",
"September 24, 2016 (Saturday)",,Home,Grinnell College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-3",
"September 25, 2016 (Sunday)",,Home,Knox College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-3",
"October 1, 2016 (Saturday)",,Away,Cornell College,Mt. Vernon Iowa,,,"W,3-2",
"October 5, 2016 (Wednesday)",,Away,Ripon College,"Ripon, Wis.",,,"L,4-5",
"October 12, 2016 (Wednesday)",,Home,Lake Forest College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-5",
"October 15, 2016 (Saturday)",,Away,Monmouth College,"Monmouth, Ill.",,,"W,4-3",
"October 16, 2016 (Sunday)",,Away,Illinois College,"Jacksonville, Ill.",,,"L,0-2",
"October 22, 2016 (Saturday)",,Away,St. Norbert College,"De Pere, Wis.",,,"L,0-4",
"October 29, 2016 (Saturday)",,Home,Lawrence University,"Beloit, Wis./Strong Complex Soccer Field",,,"T,2-2OT2",
