Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 31, 2000 (Thursday)",,Away,Augsburg,"Minneapolis, MN",,,"W,1-0",
"September 3, 2000 (Sunday)",,Neutral,Gustavus Adolphus,"Minneapolis, MN",,,"L,0-2",
"September 9, 2000 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,4-0",
"September 10, 2000 (Sunday)",,Away,Illinois College,"Jacksonville, IL",,,"W,5-0",
"September 16, 2000 (Saturday)",,Home,Beloit,"Grinnell, IA",,,"W,8-1",
"September 17, 2000 (Sunday)",,Away,Monmouth,"Monmouth, IL",,,"W,9-0",
"September 23, 2000 (Saturday)",,Home,St. Norbert,"Grinnell, IA",,,"L,0-1",
"September 24, 2000 (Sunday)",,Home,Lawrence,"Grinnell, IA",,,"W,3-1",
"September 30, 2000 (Saturday)",,Away,Wisconsin-La Crosse,"La Crosse, WI",,,"W,1-0",
"October 7, 2000 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"T,2-2",
"October 10, 2000 (Tuesday)",,Home,Augustana,"Grinnell, IA",,,"W,4-1",
"October 17, 2000 (Tuesday)",,Home,Simpson,"Grinnell, IA",,,"W,4-0",
"October 21, 2000 (Saturday)",,Away,Ripon,"Ripon, WI",,,"W,7-0",
"October 22, 2000 (Sunday)",,Away,Carroll,"Waukesha, WI",,,"W,3-0",
"October 27, 2000 (Friday)",,Neutral,Lake Forest (MWC Tournament Semifinal),"De Pere, WI",,,"T,1-1",
"October 28, 2000 (Saturday)",,Neutral,Lawrence (MWC Tournament Championship),"De Pere, WI",,,"L,1-2",
