Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 7, 1991 (Saturday)",,Home,University of Wisconsin-Whitewater,"Lake Forest, IL",,,,"T,2-2",
"September 11, 1991 (Wednesday)",,Away,North Park University,"Chicago, IL",,,,"W,2-1(2OT)",
"September 14, 1991 (Saturday)",,Home,Rockford University,"Lake Forest, IL",,,,"W,3-0",
"September 18, 1991 (Wednesday)",,Home,Beloit College,"Lake Forest, IL",,,,"W,3-0",
"September 21, 1991 (Saturday)",,Away,Ripon College,"Ripon, WI",,,,"W,3-0",
"September 25, 1991 (Wednesday)",,Away,North Central College,"Naperville, IL",,,,"L,1-2",
"September 28, 1991 (Saturday)",,Home,St. Norbert College,"Lake Forest, IL",,,,"T,3-3",
"October 2, 1991 (Wednesday)",,Away,Beloit College,"Beloit, WI",,,,"W,1-0",
"October 5, 1991 (Saturday)",,Away,Lawrence University,"Appleton, WI",,,,"W,5-0",
"October 8, 1991 (Tuesday)",,Home,Wheaton College (Ill.),"Lake Forest, IL",,,,"L,1-3",
"October 12, 1991 (Saturday)",,Home,Ripon College,"Lake Forest, IL",,,,"W,7-1(OT)",
"October 16, 1991 (Wednesday)",,Away,St. Norbert College,De Pere. WI,,,,"W,1-0",
"October 19, 1991 (Saturday)",,Home,Lawrence University,"Lake Forest, IL",,,,"W,6-2",
"October 23, 1991 (Wednesday)",,Away,University of Chicago,"Chicago, IL",,,,"W,5-1",
"October 26, 1991 (Saturday)",,Home,Cornell College,"Lake Forest, IL",,,Midwest Conference Tournament,"W,2-0",
"October 27, 1991 (Sunday)",,Home,Grinnell College,"Lake Forest, IL",,,Midwest Conference Tournament,"W,2-1(4OT)",
