Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:59.22,"Clennon, Ajinjeru, Miller, Burnell",Midwest Conference Championships,"May 11, 2012"
,4:02.50,"Miller, Ajinjeru, Miller, Burnell",Dick Young Classic,"Apr 21, 2012"
,4:04.84 h,"Miller, Ajinjeru, Burnell, Miller",Loras Open,"Apr 28, 2012"
