Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Ogasawara, Ibuki",SO-2,11.60m,"38' 0.75""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Ogasawara, Ibuki",SO-2,11.45m,"37' 6.75""",Wartburg Indoor Invite,"Feb 21, 2015",0.0
,"Ogasawara, Ibuki",SO-2,11.43m,"37' 6""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Ogasawara, Ibuki",SO-2,11.36m,"37' 3.25""",Wartburg Indoor Invite,"Feb 21, 2015",0.0
,"Ogasawara, Ibuki",SO-2,11.35m,"37' 3""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Ogasawara, Ibuki",SO-2,11.30m,"37' 1""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Ogasawara, Ibuki",SO-2,11.21m,"36' 9.5""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Ogasawara, Ibuki",SO-2,11.04m,"36' 2.75""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015",0.0
,"Eddy, Charles",JR-3,11.02m,"36' 2""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Ogasawara, Ibuki",SO-2,10.98m,"36' 0.25""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Ogasawara, Ibuki",SO-2,10.76m,"35' 3.75""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015",0.0
,"Moorehead, Kyle",JR-3,10.74m,"35' 3""",2015 Hilltop Invite,"Jan 31, 2015",0.0
,"Ogasawara, Ibuki",SO-2,10.67m,"35' 0.25""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015",0.0
,"Eddy, Charles",JR-3,10.63m,"34' 10.5""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Moorehead, Kyle",JR-3,10.61m,"34' 9.75""",2015 Hilltop Invite,"Jan 31, 2015",0.0
,"Moorehead, Kyle",JR-3,10.57m,"34' 8.25""",2015 Hilltop Invite,"Jan 31, 2015",0.0
,"Ogasawara, Ibuki",SO-2,10.57m,"34' 8.25""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015",0.0
,"Eddy, Charles",JR-3,10.26m,"33' 8""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Eddy, Charles",JR-3,9.93m,"32' 7""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015",0.0
,"Eddy, Charles",JR-3,9.52m,"31' 3""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015",0.0
,"Eddy, Charles",JR-3,9.49m,"31' 1.75""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015",0.0
