Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:34.30,"Kawahara, Mertes, Braun, Hardman",Midwest Conference Indoor Championships,"Feb 27, 2015"
,1:35.89,"Romeo, Mertes, Braun, Hardman",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015"
,1:36.59,"Romeo, Mertes, Moorehead, Hardman",Grinnell Indoor Invitational,"Feb 7, 2015"
,1:40.34,"Galaske, Braun, Hoover, Hardman",2015 Hilltop Invite,"Jan 31, 2015"
,1:40.48,"Gallagher, McCrimmon, Kawahara, Woodington",Grinnell Indoor Invitational,"Feb 7, 2015"
,1:40.81,"Galaske, Hoover, Tyree, Ogasawara",Grinnell Indoor Invitational,"Feb 7, 2015"
,1:41.63,"Galaske, Moorehead, Hoover, Ogasawara",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015"
,1:41.80,"Romeo, Mertes, Tyree, Ogasawara",2015 Hilltop Invite,"Jan 31, 2015"
,1:45.00,"Hernandez, Gallagher, Rivera, Woodington",2015 Hilltop Invite,"Jan 31, 2015"
