Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Hernandez, Luis",SR-4,3.79m,"12' 5.25""",Midwest Conference Indoor Championships,"Feb 27, 2015"
,"Hernandez, Luis",SR-4,3.65m,"11' 11.75""",Wartburg Indoor Invite,"Feb 21, 2015"
,"Hernandez, Luis",JR-3,3.60m,"11' 9.75""",2015 Hilltop Invite,"Jan 31, 2015"
,"Hernandez, Luis",SR-4,3.55m,"11' 7.75""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015"
,"Hernandez, Luis",JR-3,3.50m,"11' 5.75""",2015 Hilltop Invite,"Jan 31, 2015"
,"Hernandez, Luis",JR-3,3.50m,"11' 5.75""",Grinnell Indoor Invitational,"Feb 7, 2015"
,"Hernandez, Luis",SR-4,3.40m,"11' 1.75""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015"
,"Hernandez, Luis",JR-3,3.40m,"11' 1.75""",2015 Hilltop Invite,"Jan 31, 2015"
,"Hernandez, Luis",JR-3,3.35m,"10' 11.75""",Grinnell Indoor Invitational,"Feb 7, 2015"
,"Hernandez, Luis",SR-4,3.25m,"10' 8""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015"
,"Moorehead, Kyle",JR-3,2.90m,"9' 6.25""",2015 Hilltop Invite,"Jan 31, 2015"
,"Moorehead, Kyle",JR-3,2.80m,"9' 2.25""",2015 Hilltop Invite,"Jan 31, 2015"
