Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 6, 2003 (Saturday)",1:30 pm,Away,Concordia University Chicago,"River Forest, IL",,,"W,33-21",
"September 13, 2003 (Saturday)",1:30 pm,Away,Grinnell College,"Grinnell, IA",,,"W,28-7",
"September 20, 2003 (Saturday)",1:30 pm,Home,Beloit College,"Lake Forest, IL",,,"W,20-16",
"October 4, 2003 (Saturday)",1:30 pm,Home,Monmouth College,"Lake Forest, IL",,,"L,14-21",
"October 11, 2003 (Saturday)",1:30 pm,Away,Knox College,"Galesburg, IL",,,"W,13-12",
"October 18, 2003 (Saturday)",1:30 pm,Away,Illinois College,"Jacksonville, IL",,,"W,21-9",
"October 25, 2003 (Saturday)",1:30 pm,Home,Carroll University,"Lake Forest, IL",,,"L,7-13",
"November 1, 2003 (Saturday)",1 pm,Away,Lawrence University,"Appleton, WI",,,"W,43-6",
"November 8, 2003 (Saturday)",1 pm,Home,St. Norbert College,"Lake Forest, IL",,,"L,6-20",
"November 15, 2003 (Saturday)",1 pm,Away,Ripon College,"Ripon, WI",,,"W,30-27",
