Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 8, 2015 (Sunday)",9:00 am ET,Neutral,Fitchburg State College,"Clermont, Fla./ National Training Center",,,NTC Spring Break Games,"W,12-0",Box ScoreRecap
"March 9, 2015 (Monday)",3:00 pm ET,Neutral,Fontbonne University,"Clermont, Fla./ National Training Center",,,NTC Spring Break Games,"L,2-4",Box ScoreRecap
"March 9, 2015 (Monday)",5:00 pm ET,Neutral,Simmons College,"Clermont, Fla./ National Training Center",,,NTC Spring Break Games,"W,4-3",Box ScoreRecap
"March 10, 2015 (Tuesday)",1:00 pm ET,Neutral,Wheaton College (Ill.),"Clermont, Fla./ Foundation Academy, Winter Garden, Fla.",,,NTC Spring Break Games,"L,1-4",Box ScoreRecap
"March 10, 2015 (Tuesday)",3:00 pm ET,Neutral,SUNY Oneonta,"Clermont, Fla./ Foundation Academy, Winter Garden, Fla.",,,NTC Spring Break Games,"L,3-5",Box ScoreRecap
"March 11, 2015 (Wednesday)",3:00 pm ET,Neutral,Fontbonne University,"Clermont, Fla./ National Training Center",,,NTC Spring Break Games,"W,8-3",Box ScoreRecap
"March 12, 2015 (Thursday)",1:00 pm ET,Neutral,University of St. Thomas,"Clermont, Fla./ Foundation Academy, Winter Garden, Fla.",,,NTC Spring Break Games,"L,0-5",Box ScoreRecap
"March 13, 2015 (Friday)",9:00 am ET,Neutral,Lakeland College,"Clermont, Fla./ National Training Center",,,NTC Spring Break Games,"W,8-4",Box ScoreRecap
"March 13, 2015 (Friday)",1:00 pm ET,Neutral,Simmons College,"Clermont, Fla./ Hancock Park",,,NTC Spring Break Games,"L,3-6",Box ScoreRecap
"March 22, 2015 (Sunday)",12:00 pm,Home,Millikin University,"Monmouth, Ill./Monmouth College Softball Field",,,,"L,5-9",Box ScoreRecap
"March 22, 2015 (Sunday)",2:00 pm,Home,Millikin University,"Monmouth, Ill./Monmouth College Softball Field",,,,"L,3-4",Box ScoreRecap
"March 28, 2015 (Saturday)",1:00 pm,Home,Knox College,"Monmouth, Ill./Monmouth College Softball Field",,,,"W,8-0",Box ScoreRecap
"March 28, 2015 (Saturday)",3:00 pm,Home,Knox College,"Monmouth, Ill./Monmouth College Softball Field",,,,"W,15-7",Box ScoreRecap
"March 29, 2015 (Sunday)",1:00 pm,Away,North Central College,"Naperville, IL",,,,Canceled,
"March 29, 2015 (Sunday)",3:00 pm,Away,North Central College,"Naperville, IL",,,,Canceled,
"April 1, 2015 (Wednesday)",4:00 pm,Away,Illinois Wesleyan University,"Bloomington, IL",,,,"L,0-10",Box ScoreRecap
"April 1, 2015 (Wednesday)",6:00 pm,Away,Illinois Wesleyan University,"Bloomington, IL",,,,"L,1-9",Box ScoreRecap
"April 3, 2015 (Friday)",1:00 pm,Home,Illinois College,"Monmouth, Ill./Monmouth College Softball Field",,,,"L,2-5",Box ScoreRecap
"April 3, 2015 (Friday)",3:00 pm,Home,Illinois College,"Monmouth, Ill./Monmouth College Softball Field",,,,"L,1-4",Box ScoreRecap
"April 4, 2015 (Saturday)",1:00 pm,Home,Washington University in St. Louis,"Monmouth, Ill./Monmouth College Softball Field",,,,"L,1-3",Box ScoreRecap
"April 4, 2015 (Saturday)",3:00 pm,Home,Washington University in St. Louis,"Monmouth, Ill./Monmouth College Softball Field",,,,"L,1-5",Box ScoreRecap
"April 6, 2015 (Monday)",4:00 pm,Away,Cornell College,"Mount Vernon, IA",,,,"L,0-1",Box ScoreRecap
"April 6, 2015 (Monday)",6:00 pm,Away,Cornell College,"Mount Vernon, IA",,,,"L,2-9",Box ScoreRecap
"April 10, 2015 (Friday)",3:00 pm,Neutral,Carroll University,"Janesville, Wis.",,,Midwest Classic,"L,2-3",Box ScoreRecap
"April 11, 2015 (Saturday)",11:00 am,Neutral,Lawrence University,"Janesvillle, Wis.",,,Midwest Classic,"L,1-6",Box ScoreRecap
"April 11, 2015 (Saturday)",3:00 pm,Neutral,Beloit College,"Janesvillle, Wis.",,,Midwest Classic,"W,11-1",Box ScoreRecap
"April 12, 2015 (Sunday)",12:00 pm,Neutral,St. Norbert College,"Janesville, Wis.",,,Midwest Classic,"L,3-4",Box Score
"April 12, 2015 (Sunday)",2:00 pm,Neutral,Ripon College,"Janesville, Wis.",,,Midwest Classic,"W,2-1",Box Score
"April 13, 2015 (Monday)",3:00 pm,Home,Greenville College,"Monmouth, Ill./Monmouth College Softball Field",,,,"W,5-4",Box ScoreRecap
"April 13, 2015 (Monday)",5:00 pm,Home,Greenville College,"Monmouth, Ill./Monmouth College Softball Field",,,,"W,8-0",Box ScoreRecap
"April 18, 2015 (Saturday)",1:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,,"L,3-9",Box ScoreRecap
"April 18, 2015 (Saturday)",3:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,,"L,1-5",Box ScoreRecap
"April 22, 2015 (Wednesday)",4:00 pm,Away,Augustana College (IL),"Rock Island, IL",,,,"L,0-2",Box ScoreRecap
"April 22, 2015 (Wednesday)",6:00 pm,Away,Augustana College (IL),"Rock Island, IL",,,,"L,0-6",Box ScoreRecap
"April 26, 2015 (Sunday)",12:00 pm,Away,Grinnell College,"Grinnell, IA",,,,"W,2-0",Box ScoreRecap
"April 26, 2015 (Sunday)",2:00 pm,Away,Grinnell College,"Grinnell, IA",,,,"W,12-5",Box ScoreRecap
