Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 4, 2010 (Saturday)",1:00 PM,Home,North Central,Mount Vernon,,,"L,7-41",Box Score
"September 11, 2010 (Saturday)",6:00 PM,Away,Macalester College,"St. Paul, Minn.",,,"L,20-24",Box Score
"September 18, 2010 (Saturday)",1:00 PM,Away,Wartburg,Waverly,,,"L,14-34",Box Score
"September 25, 2010 (Saturday)",6:00 PM,Away,Univ. of Dubuque,Dubuque,,,"L,10-28",Box Score
"October 2, 2010 (Saturday)",1:00 PM,Home,Central,Mount Vernon,,,"L,0-52",Box Score
"October 9, 2010 (Saturday)",1:00 PM,Away,Luther College,Decorah,,,"L,21-24",Box Score
"October 16, 2010 (Saturday)",2:00 PM,Home,Buena Vista,Mount Vernon,,,"L,14-26",Box Score
"October 30, 2010 (Saturday)",1:00 PM,Home,Simpson College,Mount Vernon,,,"L,13-21",Box Score
"November 6, 2010 (Saturday)",12:00 PM,Away,Loras College,Dubuque,,,"L,12-37",Box Score
"November 13, 2010 (Saturday)",12:00 PM,Home,Coe College,Mount Vernon,,,"L,7-47",Box Score
