0,1,2
POINTS,11,Lake Forest (11/04/2023)
GOALS,4,Lake Forest (11/04/2023)
ASSISTS,3,Lake Forest (11/04/2023)
SHOTS,30,Carleton (09/09/2023)
SHOTS ON GOAL,19,Simpson (09/14/2023)
SAVES,13,Ripon (09/30/2023) Cornell College (10/18/2023)
FOULS,11,Dubuque (09/01/2023) Lake Forest (11/04/2023)
CORNER KICKS,5,Dubuque (09/01/2023) Carleton (09/09/2023) Saint Mary's (MN) (10/08/2023) Lawrence (10/28/2023)
