0,1,2
POINTS,5,Monmouth (IL) (10/24/2023)
GOALS,2,Dubuque (09/01/2023) Knox (09/26/2023) Illinois Col. (10/07/2023) Buena Vista (10/15/2023) Monmouth (IL) (10/24/2023)
ASSISTS,1,Dubuque (09/01/2023) Knox (09/26/2023) Ripon (09/30/2023) Illinois Col. (10/07/2023) Augustana (IL) (10/14/2023) Buena Vista (10/15/2023) Cornell College (10/18/2023) Beloit (10/21/2023) Monmouth (IL) (10/24/2023) Lawrence (11/03/2023)
SHOTS,7,Illinois Col. (10/07/2023) Buena Vista (10/15/2023)
SHOTS ON GOAL,5,Buena Vista (10/15/2023)
SAVES,15,Simpson (09/14/2023)
FOULS,3,Luther (09/10/2023) Buena Vista (10/15/2023)
