Statistic,High,Player,Opponent
POINTS,5,"Nakamura, Kate",Monmouth (IL) (10/24/2023)
GOALS,2,"Smith, Keiko March, Jane Berk, Tali Duus, Carlie Nakamura, Kate",Dubuque (09/01/2023) Knox (09/26/2023) Illinois Col. (10/07/2023) Buena Vista (10/15/2023) Monmouth (IL) (10/24/2023)
ASSISTS,1,"Berk, Tali VanRheenen, Beya Berk, Tali Beltramo, Maddie Delborne, Ramona March, Jane Joshi, Rama Carson, Katie Duus, Carlie Berk, Tali",Dubuque (09/01/2023) Knox (09/26/2023) Ripon (09/30/2023) Illinois Col. (10/07/2023) Augustana (IL) (10/14/2023) Buena Vista (10/15/2023) Cornell College (10/18/2023) Beloit (10/21/2023) Monmouth (IL) (10/24/2023) Lawrence (11/03/2023)
SHOTS,7,"Delborne, Ramona Delborne, Ramona",Illinois Col. (10/07/2023) Buena Vista (10/15/2023)
SHOTS ON GOAL,5,"Delborne, Ramona",Buena Vista (10/15/2023)
SAVES,15,"Dixon, Peyton",Simpson (09/14/2023)
FOULS,3,"Travis, Sarah Delborne, Ramona",Luther (09/10/2023) Buena Vista (10/15/2023)
