0,1,2
POINTS,2,Lake Forest (09/23/2023) Beloit (10/21/2023)
GOALS,1,Lake Forest (09/23/2023) Saint Mary's (MN) (10/08/2023) Beloit (10/21/2023) Lawrence (10/28/2023)
ASSISTS,1,Saint Mary's (MN) (10/08/2023) Lawrence (10/28/2023)
SHOTS,1,Knox (09/26/2023) Ripon (09/30/2023) Buena Vista (10/15/2023) Cornell College (10/18/2023)
SHOTS ON GOAL,1,Coe (9/2/2023) Knox (09/26/2023)
SAVES,1,Carleton (09/09/2023) Lake Forest (09/23/2023) Lawrence (11/03/2023)
FOULS,1,Coe (9/2/2023) Knox (09/26/2023) Buena Vista (10/15/2023) Monmouth (IL) (10/24/2023)
CORNER KICKS,1,Buena Vista (10/15/2023) Monmouth (IL) (10/24/2023)
