Statistic,High,Opponent
PUTOUTS,21,Univ. of St. Joseph (3/18/2013); Rutgers-Newark (3/19/2013); UW-Oshkosh (4/6/2013); Lake Forest College (4/27/2013); Monmouth College (4/28/2013)
ASSISTS,16,Rutgers-Newark (3/19/2013)
ERRORS,9,Cornell College (4/17/2013)
PASSED BALLS,5,Rio Grande (3/21/2013)
DPS TURNED,1,Rutgers-Newark (3/19/2013)
