Date,Loc,Opponent,W/L,Score,IP,H,R,ER,BB,SO,2B,3B,HR,WP,BK,HBP,IBB,W,L,SV,ERA
3/16/2013,at,Webster,L,0-7,6.0,13,7,6,1,3,2,0,0,0,0,0,0,0,1,0,9.0
3/16/2013,at,Webster,L,4-15,4.0,11,15,5,5,1,2,0,1,1,0,0,0,0,2,0,11.25
3/18/2013,vs,Univ. of St. Joseph,L,5-20,4.0,17,20,4,6,3,4,0,0,0,0,0,0,0,3,0,9.0
3/18/2013,vs,Univ. of St. Joseph,L,5-9,7.0,16,9,7,3,2,0,1,1,3,0,0,0,0,4,0,9.0
3/19/2013,vs,Rutgers-Newark,L,4-14,7.0,15,14,7,3,3,3,0,0,0,0,2,0,0,5,0,9.0
3/20/2013,vs,Lasell College,L,3-7,6.0,9,7,4,3,4,2,0,0,0,0,0,0,0,6,0,6.0
3/21/2013,vs,Frostburg State,L,0-12,5.0,13,12,11,6,1,3,2,1,0,0,0,0,0,7,0,19.8
3/21/2013,vs,Rio Grande,L,0-4,6.0,6,4,2,2,4,0,2,0,0,0,1,0,0,8,0,3.0
3/21/2013,vs,Rio Grande,L,3-14,4.0,12,14,8,4,2,7,2,0,0,0,1,0,0,9,0,18.0
3/22/2013,vs,Lasell College,L,6-8,6.0,10,8,6,4,3,2,0,0,0,0,0,0,0,10,0,9.0
4/6/2013,,UW-Oshkosh,L,0-7,7.0,9,7,5,4,4,3,0,0,0,0,1,0,0,11,0,6.43
4/6/2013,,Iowa Wesleyan,L,1-21,5.0,23,21,20,6,2,8,2,0,3,0,1,0,0,12,0,36.0
4/7/2013,,Westminster,L,0-11,5.0,14,11,7,4,3,4,1,2,1,0,0,0,0,13,0,12.6
4/7/2013,at,Iowa Wesleyan,L,1-9,4.2,9,9,7,3,1,2,0,0,0,0,3,0,0,14,0,13.5
4/12/2013,vs,St. Norbert College,L,1-9,4.0,11,9,5,3,5,2,0,0,2,0,0,0,0,15,0,11.25
4/13/2013,vs,Carroll University,L,3-12,5.0,15,12,7,4,1,3,0,0,1,0,0,0,0,16,0,12.6
4/13/2013,vs,Lawrence University,L,0-8,6.0,12,8,3,1,2,3,0,0,2,0,0,0,0,17,0,4.5
4/14/2013,vs,Ripon College,L,1-4,6.0,8,4,2,2,3,0,0,0,1,0,0,0,0,18,0,3.0
4/14/2013,vs,Beloit College,L,0-8,5.1,10,8,6,1,3,0,1,1,0,0,0,0,0,19,0,10.13
4/16/2013,,Cornell College,L,2-11,5.0,13,11,11,2,1,1,1,0,1,0,1,0,0,20,0,19.8
4/17/2013,,Cornell College,L,2-13,5.0,14,13,9,2,0,7,0,0,0,0,0,0,0,21,0,16.2
4/20/2013,at,Illinois College,L,1-11,4.0,12,11,6,0,2,1,1,1,1,0,0,0,0,22,0,13.5
4/20/2013,at,Illinois College,L,1-7,6.0,9,7,5,0,1,4,0,0,0,0,0,0,0,23,0,7.5
4/21/2013,at,Knox College,L,0-8,5.2,13,8,7,3,3,1,0,1,0,0,0,0,0,24,0,11.12
4/21/2013,at,Knox College,L,2-6,6.0,9,6,3,1,1,0,0,2,2,0,1,0,0,25,0,4.5
4/27/2013,,Lake Forest College,L,0-18,5.0,15,18,8,2,0,7,2,2,1,0,0,0,0,26,0,14.4
4/27/2013,,Lake Forest College,L,2-5,7.0,5,5,4,2,1,2,0,1,1,0,1,0,0,27,0,5.14
4/28/2013,,Monmouth College,W,2-1,7.0,4,1,0,0,7,0,0,0,0,0,0,0,1,27,0,0.0
4/28/2013,,Monmouth College,L,1-2,7.0,7,2,2,2,3,1,0,1,0,0,0,0,1,28,0,2.57
Total,,,,50-281,159.5,334,281,177,79,69,74,15,14,20,0,12,0,1,28,0,
