#,Player,ERA,WHIP,W-L,APP-GS,CG,SHO,SV,IP,H,R,ER,BB,SO,2B,3B,HR,AB,B/AVG,WP,HBP,BK,SFA,SHA,Bio Link
6.0,"Fulton, Jennifer 6Fulton, Jennifer",8.0,2.11,1-11,15-11,8,0-0,0,68.2,122,102,61,23,35,28,7,8,346,0.353,7,5,0,4,6,View Bio
2.0,"Wilke, Summer 2Wilke, Summer",9.63,2.56,0-10,14-11,5,0-0,0,52.1,118,90,56,16,20,23,3,4,288,0.41,4,3,0,4,7,View Bio
15.0,"Bean, Alyssa 15Bean, Alyssa",13.84,3.38,0-7,14-7,2,0-0,0,39.2,94,89,61,40,14,23,5,2,220,0.427,9,4,0,1,4,View Bio
,Totals,9.91,2.58,1-28,43-29,15,0,0,160.2,334,281,177,79,69,74,15,14,854,0.391,20,12,0,9,17,
,Opponents,1.92,1.02,28-1,42-29,16,9,2,173.2,117,50,37,60,165,18,3,2,626,0.187,10,12,0,0,14,
