Player,Longest,Current
"Bean, Alyssa",10,10
"Wendt, Aniela",7,-
"Wilke, Summer",5,2
"Weber, Kristina",5,2
"Fujimoto, Lindsay",5,2
"Ryan, Grace",4,-
"Matosky, Jordan",4,2
"Au , Jeanette",3,-
"Campbell, Robin",2,2
"Fulton, Jennifer",2,1
"Lee, Connie",1,-
"Hirsh, Alissa",1,-
