Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
3/16/2013,at,Webster,L,0-7,22,0,2,0,0,0,0,0,0,0,1,0,0,0,0,18,18,8,2,0.091
3/16/2013,at,Webster,L,4-15,20,4,4,3,1,0,0,5,0,1,0,0,0,0,0,4,12,5,6,0.2
3/18/2013,vs,Univ. of St. Joseph,L,5-20,27,5,12,5,3,0,0,1,0,2,0,0,0,0,0,4,12,5,6,0.444
3/18/2013,vs,Univ. of St. Joseph,L,5-9,29,5,10,5,3,0,0,2,0,0,0,0,2,0,0,4,21,14,1,0.345
3/19/2013,vs,Rutgers-Newark,L,4-14,27,4,6,4,1,0,1,1,0,0,0,0,0,0,0,2,21,16,4,0.222
3/20/2013,vs,Lasell College,L,3-7,27,3,7,1,2,0,0,2,0,2,1,0,0,0,1,5,18,11,4,0.259
3/21/2013,vs,Frostburg State,L,0-12,15,0,1,0,1,0,0,2,0,0,0,0,0,0,0,6,15,6,1,0.067
3/21/2013,vs,Rio Grande,L,0-4,23,0,2,0,0,0,0,1,0,0,0,2,0,0,0,9,18,6,2,0.087
3/21/2013,vs,Rio Grande,L,3-14,16,3,3,2,1,0,0,4,0,0,0,2,1,0,0,4,12,3,3,0.188
3/22/2013,vs,Lasell College,L,6-8,32,6,10,6,2,0,0,4,0,3,0,0,0,0,0,4,18,11,2,0.313
4/6/2013,,UW-Oshkosh,L,0-7,24,0,3,0,0,0,0,2,0,1,0,0,0,0,0,13,21,11,2,0.125
4/6/2013,,Iowa Wesleyan,L,1-21,16,1,1,0,0,0,0,5,0,1,0,1,0,0,0,6,15,7,2,0.063
4/7/2013,,Westminster,L,0-11,16,0,3,0,0,0,0,1,0,0,0,0,2,0,0,4,15,5,3,0.188
4/7/2013,at,Iowa Wesleyan,L,1-9,19,1,5,1,0,2,0,1,0,0,0,0,1,0,0,1,14,5,3,0.263
4/12/2013,vs,St. Norbert College,L,1-9,17,1,2,1,0,0,0,1,0,0,0,0,0,0,0,6,12,4,3,0.118
4/13/2013,vs,Carroll University,L,3-12,23,3,7,2,0,0,0,5,0,0,1,0,0,0,0,4,15,6,2,0.304
4/13/2013,vs,Lawrence University,L,0-8,21,0,4,0,1,0,0,0,0,0,0,0,0,0,0,7,18,10,4,0.19
4/14/2013,vs,Ripon College,L,1-4,25,1,4,1,0,0,0,2,0,1,0,0,1,0,0,4,18,10,4,0.16
4/14/2013,vs,Beloit College,L,0-8,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,16,7,2,0.0
4/16/2013,,Cornell College,L,2-11,16,2,2,2,0,0,0,2,0,1,0,3,0,0,1,1,15,8,2,0.125
4/17/2013,,Cornell College,L,2-13,19,2,4,2,2,0,0,3,0,0,1,1,0,0,0,4,15,9,9,0.211
4/20/2013,at,Illinois College,L,1-11,18,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,12,8,6,0.167
4/20/2013,at,Illinois College,L,1-7,23,1,1,1,0,1,0,2,0,2,0,1,0,0,0,10,18,7,2,0.043
4/21/2013,at,Knox College,L,0-8,21,0,3,0,1,0,0,2,0,1,0,0,1,0,0,4,17,9,1,0.143
4/21/2013,at,Knox College,L,2-6,23,2,3,1,0,0,0,6,0,5,1,1,1,0,0,8,18,9,5,0.13
4/27/2013,,Lake Forest College,L,0-18,19,0,5,0,0,0,0,0,0,1,0,0,1,0,0,3,15,7,6,0.263
4/27/2013,,Lake Forest College,L,2-5,22,2,3,2,0,0,1,1,0,0,0,0,1,0,0,5,21,4,1,0.136
4/28/2013,,Monmouth College,W,2-1,26,2,5,1,0,0,0,2,0,2,0,0,1,0,0,11,21,12,3,0.192
4/28/2013,,Monmouth College,L,1-2,22,1,2,1,0,0,0,2,0,4,0,1,1,0,0,4,21,10,0,0.091
Total,,,,50-281,626,50,117,41,18,3,2,60,0,27,5,12,14,0,2,165,482,233,91,
