Player,2,3,4,5+,Total
"Weber, Kristina",1,2,-,-,3
"Bean, Alyssa",3,-,-,-,3
"Fujimoto, Lindsay",1,-,-,-,1
"Matosky, Jordan",1,-,-,-,1
TEAM,6,2,0,0,8
