Player,2,3,4,5+,Total
"Wendt, Aniela",4,-,-,-,4
"Bean, Alyssa",4,-,-,-,4
"Wilke, Summer",3,-,-,-,3
"Fujimoto, Lindsay",3,-,-,-,3
"Weber, Kristina",1,1,-,-,2
"Ryan, Grace",1,-,-,-,1
"Fulton, Jennifer",1,-,-,-,1
TEAM,17,1,0,0,18
