Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Neckopulos, Alex",SO-2,37.14m,"121' 10""",MWC Conference Championships,"May 8, 2015"
,"Neckopulos, Alex",SO-2,36.38m,"119' 4""",MWC Conference Championships,"May 8, 2015"
,"Neckopulos, Alex",SO-2,35.98m,"118' 0""",MWC Conference Championships,"May 8, 2015"
,"Neckopulos, Alex",SO-2,35.93m,"117' 10""",MWC Conference Championships,"May 8, 2015"
,"Neckopulos, Alex",SO-2,35.91m,"117' 10""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Neckopulos, Alex",SO-2,35.43m,"116' 3""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Neckopulos, Alex",SO-2,34.88m,"114' 5""",Emory Classic,"Mar 27, 2015"
,"Neckopulos, Alex",SO-2,33.40m,"109' 7""",MWC Conference Championships,"May 8, 2015"
,"Neckopulos, Alex",SO-2,33.39m,"109' 6""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Neckopulos, Alex",SO-2,32.65m,"107' 1""",MWC Conference Championships,"May 8, 2015"
,"Neckopulos, Alex",SO-2,32.62m,"107' 0""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Neckopulos, Alex",SO-2,32.60m,"106' 11""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Neckopulos, Alex",SO-2,32.16m,"105' 6""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Neckopulos, Alex",SO-2,31.56m,"103' 6""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Carlson, Athena",JR-3,30.26m,"99' 3""",MWC Conference Championships,"May 8, 2015"
,"Carlson, Athena",JR-3,30.19m,"99' 0""",MWC Conference Championships,"May 8, 2015"
,"Carlson, Athena",JR-3,30.07m,"98' 8""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"Neckopulos, Alex",SO-2,29.84m,"97' 11""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Carlson, Athena",JR-3,28.53m,"93' 7""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"Carlson, Athena",JR-3,27.40m,"89' 11""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Carlson, Athena",JR-3,27.19m,"89' 2""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Carlson, Athena",JR-3,26.70m,"87' 7""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Carlson, Athena",JR-3,25.67m,"84' 3""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Carlson, Athena",JR-3,23.96m,"78' 7""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Carlson, Athena",JR-3,21.56m,"70' 9""",2015 Kip Janvrin Open,"Apr 23, 2015"
