Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2010 (Wednesday)",5:00 p.m.,Away,St. Scholastica,Duluth,,,,"W,1-0(ot)",Recap
"September 3, 2010 (Friday)",3:00 p.m.,Home,University of Northwestern (MN),Macalester Stadium,,,,"W,5-0",Recap
"September 5, 2010 (Sunday)",3:00 p.m.,Home,Loras College,Macalester Stadium,,,,"W,1-0",Recap
"September 10, 2010 (Friday)",4:30 p.m.,Home,Nebraska Wesleyan University,Macalester Stadium,,,,"W,2-1",Recap
"September 12, 2010 (Sunday)",1:00 p.m.,Away,University of Minnesota Morris,"Morris, MN",,,,"T,1-1",Recap
"September 15, 2010 (Wednesday)",5:00 p.m.,Home,Concordia College (Minn.),Macalester Stadium,,,,"W,3-1",Recap
"September 18, 2010 (Saturday)",3:00 p.m.,Away,Wartburg College,"Waverly, IA",,,,"W,2-1(2ot)",Recap
"September 19, 2010 (Sunday)",4:00 p.m.,Away,Luther (Ia.),"Decorah, Ia.",,,,"L,1-3",Recap
"September 22, 2010 (Wednesday)",7:30 p.m.,Home,Cornell College,Macalester Stadium,,,,"W,4-0",Recap
"September 25, 2010 (Saturday)",7:30 p.m.,Away,Augsburg,Minneapolis,,,,"L,0-1(2ot)",Recap
"September 29, 2010 (Wednesday)",7:30 p.m.,Home,Carleton,Macalester Stadium,,,,"W,1-0",Recap
"October 1, 2010 (Friday)",6:00 p.m.,Home,Bethel,Macalester Stadium,,,,"W,1-0",Recap
"October 8, 2010 (Friday)",7:30 p.m.,Home,Saint Mary's University (Minn.),Macalester Stadium,,,,"W,3-0",Recap
"October 13, 2010 (Wednesday)",7:30 p.m.,Home,Gustavus Adolphus,Macalester Stadium,,,,"L,0-1",Recap
"October 16, 2010 (Saturday)",1:00 p.m.,Away,St. Olaf,Northfield,,,,"W,1-0",Recap
"October 22, 2010 (Friday)",3:30 p.m.,Away,St. Thomas,St. Paul,,,,"W,4-3(ot)",Recap
"October 26, 2010 (Tuesday)",3:30 p.m.,Away,St. John's,Collegeville,,,,"W,4-3(2ot)",Recap
"October 29, 2010 (Friday)",7:30 p.m.,Home,Hamline,Macalester Stadium,,,,"W,1-0",Recap
"November 2, 2010 (Tuesday)",6 p.m.,Home,Concordia College (Minn.),Macalester Stadium,,,MIAC Playoffs,"L,1-3",Recap
"November 13, 2010 (Saturday)",5:00 p.m.,Away,University of Wisconsin-Whitewater,"Whitewater, WI",,,NCAA Division III Playoffs,"L,0-2",Recap
