Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:48.56,"Edassery, Taylor, Crowe, Frasca",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,1:48.94,"Edassery, Taylor, Crowe, Frasca",Darren Young Classic,"Feb 11, 2023"
,1:53.35,"Staker, Crowe, Frasca, Voinescu",Grinnell Opener,"Dec 9, 2022"
,1:53.41,"Taylor, Ong, Crowe, Frasca",Grinnell Invitational,"Jan 28, 2023"
,1:53.58,"Edassery, Ong, Crowe, Frasca",Hilltop Invitational,"Jan 21, 2023"
