Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Myers-Rafferty, Emma",FR-1,10.07m,"33' 0.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Galowitz, Kylie",FR-1,9.91m,"32' 6.25""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Myers-Rafferty, Emma",FR-1,9.78m,"32' 1""",Hilltop Invitational,"Jan 21, 2023"
,"Myers-Rafferty, Emma",FR-1,9.68m,"31' 9.25""",Grinnell Opener,"Dec 9, 2022"
,"Galowitz, Kylie",FR-1,9.67m,"31' 8.75""",Hilltop Invitational,"Jan 21, 2023"
,"Galowitz, Kylie",FR-1,9.66m,"31' 8.5""",Hilltop Invitational,"Jan 21, 2023"
,"Myers-Rafferty, Emma",FR-1,9.57m,"31' 4.75""",Hilltop Invitational,"Jan 21, 2023"
,"Myers-Rafferty, Emma",FR-1,9.53m,"31' 3.25""",Grinnell Invitational,"Jan 28, 2023"
,"Myers-Rafferty, Emma",FR-1,9.49m,"31' 1.75""",Grinnell Invitational,"Jan 28, 2023"
,"Myers-Rafferty, Emma",FR-1,9.47m,"31' 1""",Grinnell Opener,"Dec 9, 2022"
,"Myers-Rafferty, Emma",FR-1,9.45m,"31' 0""",Grinnell Opener,"Dec 9, 2022"
,"Myers-Rafferty, Emma",FR-1,9.43m,"30' 11.25""",Grinnell Opener,"Dec 9, 2022"
,"Myers-Rafferty, Emma",FR-1,9.43m,"30' 11.25""",Hilltop Invitational,"Jan 21, 2023"
,"Galowitz, Kylie",FR-1,9.28m,"30' 5.5""",Grinnell Opener,"Dec 9, 2022"
,"Galowitz, Kylie",FR-1,9.28m,"30' 5.5""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Galowitz, Kylie",FR-1,9.25m,"30' 4.25""",Grinnell Opener,"Dec 9, 2022"
,"Myers-Rafferty, Emma",FR-1,9.21m,"30' 2.75""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Myers-Rafferty, Emma",FR-1,9.20m,"30' 2.25""",Darren Young Classic,"Feb 11, 2023"
,"Myers-Rafferty, Emma",FR-1,9.18m,"30' 1.5""",Hilltop Invitational,"Jan 21, 2023"
,"Galowitz, Kylie",FR-1,9.10m,"29' 10.25""",Darren Young Classic,"Feb 11, 2023"
,"Myers-Rafferty, Emma",FR-1,9.06m,"29' 8.75""",Hilltop Invitational,"Jan 21, 2023"
,"Myers-Rafferty, Emma",FR-1,9.00m,"29' 6.5""",Grinnell Invitational,"Jan 28, 2023"
,"Galowitz, Kylie",FR-1,9.00m,"29' 6.5""",Grinnell Opener,"Dec 9, 2022"
,"Myers-Rafferty, Emma",FR-1,8.98m,"29' 5.5""",Darren Young Classic,"Feb 11, 2023"
,"Myers-Rafferty, Emma",FR-1,8.98m,"29' 5.5""",Grinnell Opener,"Dec 9, 2022"
,"Galowitz, Kylie",FR-1,8.95m,"29' 4.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Galowitz, Kylie",FR-1,8.93m,"29' 3.75""",Grinnell Opener,"Dec 9, 2022"
,"Myers-Rafferty, Emma",FR-1,8.91m,"29' 2.75""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Myers-Rafferty, Emma",FR-1,8.87m,"29' 1.25""",Grinnell Opener,"Dec 9, 2022"
,"Galowitz, Kylie",FR-1,8.84m,"29' 0""",Darren Young Classic,"Feb 11, 2023"
,"Myers-Rafferty, Emma",FR-1,8.70m,"28' 6.5""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Galowitz, Kylie",FR-1,8.64m,"28' 4.25""",Grinnell Opener,"Dec 9, 2022"
,"Galowitz, Kylie",FR-1,8.62m,"28' 3.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Galowitz, Kylie",FR-1,8.59m,"28' 2.25""",Grinnell Invitational,"Jan 28, 2023"
,"Galowitz, Kylie",FR-1,8.52m,"27' 11.5""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Galowitz, Kylie",FR-1,8.45m,"27' 8.75""",Darren Young Classic,"Feb 11, 2023"
,"Myers-Rafferty, Emma",FR-1,8.41m,"27' 7.25""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Myers-Rafferty, Emma",FR-1,8.37m,"27' 5.5""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Galowitz, Kylie",FR-1,8.36m,"27' 5.25""",Grinnell Invitational,"Jan 28, 2023"
,"Galowitz, Kylie",FR-1,8.32m,"27' 3.75""",Grinnell Invitational,"Jan 28, 2023"
,"Myers-Rafferty, Emma",FR-1,8.06m,"26' 5.5""",Hilltop Invitational,"Jan 21, 2023"
