Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Edassery, Sonia",JR-3,1:00.66,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Edassery, Sonia",JR-3,1:01.80,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Frasca, Athena",SR-4,1:02.53,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Frasca, Athena",SR-4,1:03.04,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Frasca, Athena",SR-4,1:04.15,Grinnell Invitational,"Jan 28, 2023"
,"Staker, Sadie",JR-3,1:04.83,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Staker, Sadie",JR-3,1:05.01,Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Reid, Sam",SO-2,1:05.56,Grinnell Invitational,"Jan 28, 2023"
,"Staker, Sadie",JR-3,1:06.23,Hilltop Invitational,"Jan 21, 2023"
,"Ong, Caitlin",FR-1,1:08.03,Darren Young Classic,"Feb 11, 2023"
,"Klassen, Kylie",SO-2,1:12.27,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Sheehan-Klenk, Julia",SO-2,1:13.59,Grinnell Invitational,"Jan 28, 2023"
