Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Hiser, Alexander",SO-2,43.99m,"144' 4""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Breshears, Kort",SO-2,40.39m,"132' 6""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Breshears, Kort",SO-2,39.11m,"128' 4""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Breshears, Kort",SO-2,38.65m,"126' 10""",IC True Blue Invitational,"May 1, 2021"
,"Breshears, Kort",SO-2,38.00m,"124' 8""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Breshears, Kort",SO-2,37.95m,"124' 6""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Breshears, Kort",SO-2,37.48m,"122' 11""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Breshears, Kort",SO-2,36.25m,"118' 11""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Breshears, Kort",SO-2,35.96m,"118' 0""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Breshears, Kort",SO-2,35.55m,"116' 7""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Breshears, Kort",SO-2,34.95m,"114' 8""",IC True Blue Invitational,"May 1, 2021"
,"Breshears, Kort",SO-2,34.76m,"114' 0""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Hiser, Alexander",SO-2,33.81m,"110' 11""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Breshears, Kort",SO-2,33.66m,"110' 5""",IC True Blue Invitational,"May 1, 2021"
,"Breshears, Kort",SO-2,33.65m,"110' 5""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Breshears, Kort",SO-2,33.38m,"109' 6""",IC True Blue Invitational,"May 1, 2021"
,"Hiser, Alexander",SO-2,32.93m,"108' 0""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Hiser, Alexander",SO-2,32.20m,"105' 8""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Breshears, Kort",SO-2,30.32m,"99' 6""",IC True Blue Invitational,"May 1, 2021"
,"Hiser, Alexander",SO-2,28.95m,"95' 0""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Hiser, Alexander",SO-2,28.80m,"94' 6""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Markegard, Carter",SR-4,24.90m,"81' 8""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Markegard, Carter",SR-4,23.84m,"78' 2""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Markegard, Carter",SR-4,23.14m,"75' 11""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Markegard, Carter",SR-4,22.89m,"75' 1""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Markegard, Carter",SR-4,22.88m,"75' 1""",IC True Blue Invitational,"May 1, 2021"
,"Markegard, Carter",SR-4,22.75m,"74' 8""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Markegard, Carter",SR-4,22.54m,"73' 11""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Markegard, Carter",SR-4,22.40m,"73' 6""",IC True Blue Invitational,"May 1, 2021"
,"Markegard, Carter",SR-4,22.26m,"73' 0""",2021 Prairie Fire Invitational,"Apr 24, 2021"
,"Markegard, Carter",SR-4,22.20m,"72' 10""",IC True Blue Invitational,"May 1, 2021"
,"Markegard, Carter",SR-4,22.14m,"72' 8""",IC True Blue Invitational,"May 1, 2021"
,"Markegard, Carter",SR-4,21.46m,"70' 5""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Markegard, Carter",SR-4,21.26m,"69' 9""",IC True Blue Invitational,"May 1, 2021"
,"Markegard, Carter",SR-4,20.85m,"68' 5""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
,"Markegard, Carter",SR-4,20.19m,"66' 3""",IC True Blue Invitational,"May 1, 2021"
