#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
11.0,"Brown, Joseph 11Brown, Joseph",10,10,538,7,3,17,43,0.163,24,0.558,0-0,1,0-0,View Bio
6.0,"Meyer, Elliot 6Meyer, Elliot",10,4,343,4,2,10,19,0.211,12,0.632,0-0,0,0-0,View Bio
16.0,"Warner, Benjamin 16Warner, Benjamin",10,7,376,1,6,8,6,0.167,3,0.5,0-0,0,1-1,View Bio
3.0,"Ghazal, Victor 3Ghazal, Victor",10,3,366,3,1,7,16,0.188,10,0.625,1-0,3,0-0,View Bio
21.0,"Caron, Reed 21Caron, Reed",10,10,598,1,2,4,8,0.125,5,0.625,0-0,1,0-0,View Bio
10.0,"Hurley, Michael 10Hurley, Michael",10,6,456,1,1,3,12,0.083,5,0.417,0-0,0,0-0,View Bio
23.0,"Charney, Benjamin 23Charney, Benjamin",4,3,93,1,0,2,8,0.125,3,0.375,0-0,0,0-1,View Bio
4.0,"Winichakul, Kanatip 4Winichakul, Kanatip",10,10,692,1,0,2,9,0.111,4,0.444,0-0,1,0-0,
13.0,"Olsen, Lars 13Olsen, Lars",10,10,644,0,1,1,0,0.0,0,0.0,1-0,0,0-0,View Bio
2.0,"Alexrod, Sandor 2Alexrod, Sandor",4,0,55,0,0,0,1,0.0,1,1.0,0-0,0,0-0,
27.0,"Banas, Tyler 27Banas, Tyler",2,0,14,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
8.0,"Botto, Marshall 8Botto, Marshall",6,0,108,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
12.0,"Brown, Jerry 12Brown, Jerry",8,6,382,0,0,0,0,0.0,0,0.0,1-0,0,0-0,View Bio
20.0,"Bulman, Jeremy 20Bulman, Jeremy",2,0,0,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
14.0,"Christiansen, Eric 14Christiansen, Eric",6,1,204,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
7.0,"Decoster, Rockne 7Decoster, Rockne",10,3,454,0,0,0,6,0.0,4,0.667,0-0,0,0-0,View Bio
24.0,"Dreier, Jay 24Dreier, Jay",10,10,461,0,0,0,3,0.0,1,0.333,0-0,0,0-0,View Bio
26.0,"Edgerton, Ezra 26Edgerton, Ezra",2,0,12,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
5.0,"Eng, Lukas 5Eng, Lukas",10,6,229,0,0,0,2,0.0,2,1.0,0-0,0,0-0,View Bio
25.0,"Graves, Christopher 25Graves, Christopher",9,0,174,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
9.0,"Kashef, Omeed 9Kashef, Omeed",6,2,187,0,0,0,7,0.0,3,0.429,0-0,0,0-0,View Bio
17.0,"Leitson, David 17Leitson, David",6,1,182,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
19.0,"Liebman, Zachary 19Liebman, Zachary",6,4,207,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
22.0,"Marker, Alex 22Marker, Alex",3,0,22,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
15.0,"Saenz, Joe 15Saenz, Joe",7,1,211,0,0,0,0,0.0,0,0.0,1-0,0,0-0,View Bio
18.0,"Singer, Gabe 18Singer, Gabe",10,3,284,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
0.0,"Tyree, Isaiah 00Tyree, Isaiah",10,10,720,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
,Total,10,-,8012,19,16,54,143,0.133,78,0.545,10-0,6,1-2,
,Opponent,10,-,7979,10,4,24,90,0.111,53,0.589,22-0,4,0-0,
