Date,Opponent,Score,Minutes,GA,GAAvg,Saves,Save %,W,L,T,SHO,Faced
8/31/2012,Coe College,1-5,90:00,5,5.0,6,0.545,0,1,0,0,16
9/2/2012,Central College,2-2,110:00,2,3.15,1,0.333,0,0,1,0,10
9/5/2012,Simpson College,2-0,90:00,0,2.17,3,1.0,1,0,0,1,6
9/9/2012,UWP,2-1,90:00,1,1.89,2,0.667,1,0,0,0,4
9/15/2012,Lake Forest,1-0,90:00,0,1.53,6,1.0,1,0,0,1,6
9/16/2012,Carroll University,2-0,90:00,0,1.29,4,1.0,1,0,0,1,0
9/22/2012,Illinois College,1-2,90:00,2,1.38,3,0.6,0,1,0,0,14
9/23/2012,Buena Vista Univ.,0-2,90:00,2,1.46,3,0.6,0,1,0,0,0
9/26/2012,Univ. of Dubuque,4-0,90:00,0,1.3,4,1.0,1,0,0,1,6
9/29/2012,Knox College,1-4,90:00,4,1.57,4,0.5,0,1,0,0,16
9/30/2012,Cornell College,0-4,90:00,4,1.78,2,0.333,0,1,0,0,22
10/6/2012,Beloit College,2-1,90:00,1,1.72,5,0.833,1,0,0,0,0
10/16/2012,St. Mary's Univ.,1-3,90:00,3,1.82,3,0.5,0,1,0,0,10
10/20/2012,Lawrence University,0-1,90:00,1,1.76,8,0.889,0,1,0,0,15
10/21/2012,St. Norbert College,1-0,90:00,0,1.64,9,1.0,1,0,0,1,15
10/27/2012,Monmouth College,1-5,90:00,5,1.85,9,0.643,0,1,0,0,14
10/28/2012,Ripon College,1-2,90:00,2,1.86,9,0.818,0,1,0,0,16
11/2/2012,Lake Forest,1-0,90:00,0,1.76,5,1.0,1,0,0,1,7
Totals,,-,1640,32,1.76,86,0.729,8,9,1,6,177
Grinnell College,,-,1640:00,23,1.26,85,0.787,9,8,1,2,155
