0,1,2
POINTS,6,Coe College (8/31/2012)
GOALS,3,Coe College (8/31/2012)
ASSISTS,2,Monmouth College (10/27/2012) Ripon College (10/28/2012)
SHOTS,7,St. Mary's Univ. (10/16/2012) Monmouth College (10/27/2012)
SHOTS ON GOAL,6,Monmouth College (10/27/2012)
SAVES,10,Univ. of Dubuque (9/26/2012)
