Statistic,High,Player,Opponent
POINTS,6,Joseph Brown,Coe College (8/31/2012)
GOALS,3,Joseph Brown,Coe College (8/31/2012)
ASSISTS,2,Benjamin Warner Benjamin Warner,Monmouth College (10/27/2012) Ripon College (10/28/2012)
SHOTS,7,Joseph Brown Elliot Meyer,St. Mary's Univ. (10/16/2012) Monmouth College (10/27/2012)
SHOTS ON GOAL,6,Elliot Meyer,Monmouth College (10/27/2012)
SAVES,10,Isaiah Tyree,Univ. of Dubuque (9/26/2012)
