0,1,2
POINTS,2,Lake Forest (9/15/2012) Illinois College (9/22/2012) Knox College (9/29/2012) St. Mary's Univ. (10/16/2012) St. Norbert College (10/21/2012) Monmouth College (10/27/2012) Ripon College (10/28/2012)
GOALS,1,Coe College (8/31/2012) Lake Forest (9/15/2012) Illinois College (9/22/2012) Knox College (9/29/2012) St. Mary's Univ. (10/16/2012) St. Norbert College (10/21/2012) Monmouth College (10/27/2012) Ripon College (10/28/2012) Lake Forest (11/2/2012)
ASSISTS,1,Coe College (8/31/2012) Central College (9/2/2012) Simpson College (9/5/2012) Lake Forest (11/2/2012)
SHOTS,3,Knox College (9/29/2012) Cornell College (9/30/2012)
SHOTS ON GOAL,1,Lake Forest (9/15/2012) Buena Vista Univ. (9/23/2012) Cornell College (9/30/2012)
SAVES,1,Central College (9/2/2012) UWP (9/9/2012) Cornell College (9/30/2012)
FOULS,4,Illinois College (9/22/2012) St. Mary's Univ. (10/16/2012)
CORNER KICKS,1,Carroll University (9/16/2012) Illinois College (9/22/2012) Cornell College (9/30/2012) Beloit College (10/6/2012) Lawrence University (10/20/2012)
