Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Renaud, Quinn",SO-2,4.27m,"14' 0""",Hilltop Invitational,"Jan 25, 2020"
,"Midlash, Nicholas",JR-3,3.50m,"11' 5.75""",Hilltop Invitational,"Jan 25, 2020"
,"Eagen, Sam",SO-2,2.75m,"9' 0.25""",Dutch Athletic Classic 2020,"Jan 18, 2020"
