Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 3, 2011 (Saturday)",1:00:00 PM,Home,Washington University (MO),"Galesburg, IL",,,"L,10-34",Recap
"September 10, 2011 (Saturday)",1:00:00 PM,Home,Lawrence University,"Galesburg, IL",,,"L,42-62",Recap
"September 17, 2011 (Saturday)",1:00:00 PM,Away,St. Norbert College,"DePere, WI",,,"L,7-43",Box ScoreRecap
"September 24, 2011 (Saturday)",1:00:00 PM,Home,Beloit College,"Galesburg, IL",,,"L,20-34",Recap
"October 1, 2011 (Saturday)",1:00:00 PM,Away,Ripon College,"Ripon, WI",,,"L,20-26",Recap
"October 8, 2011 (Saturday)",1:00:00 PM,Away,Grinnell College,"Grinnell, IA",,,"L,35-43",Recap
"October 15, 2011 (Saturday)",1:00:00 PM,Home,Illinois College - Homecoming,"Galesburg, IL",,,"L,19-49",Recap
"October 22, 2011 (Saturday)",6:00:00 PM,Away,Carroll University,"Waukesha, WI",,,"L,8-30",Recap
"October 29, 2011 (Saturday)",1:00:00 PM,Home,Lake Forest College - Senior and Parents Day,"Galesburg, IL",,,"L,27-31",Recap
"November 5, 2011 (Saturday)",1:00:00 PM,Away,Monmouth College,"Monmouth, IL",,,"L,27-56",Recap
