0,1,2
POINTS,17,Carroll University (9/22/2013)
GOALS,6,Carroll University (9/22/2013)
ASSISTS,5,Carroll University (9/22/2013)
SHOTS,23,Knox College (10/5/2013)
SHOTS ON GOAL,15,Knox College (10/5/2013)
SAVES,13,Cornell College (10/20/2013)
FOULS,25,Augustana (9/6/2013)
CORNER KICKS,9,Nebraska Wesleyan (9/14/2013)
