Statistic,High,Player,Opponent
POINTS,5,Victor Ghazal Victor Ghazal,Beloit College (9/28/2013) Cornell College (10/20/2013)
GOALS,2,Victor Ghazal Victor Ghazal Victor Ghazal Joseph Brown,Buena Vista Univ. (9/8/2013) Beloit College (9/28/2013) Cornell College (10/20/2013) Lawrence University (10/26/2013)
ASSISTS,2,Joseph Brown,Buena Vista Univ. (9/8/2013)
SHOTS,10,Victor Ghazal Victor Ghazal,Buena Vista Univ. (9/8/2013) Cornell College (10/20/2013)
SHOTS ON GOAL,7,Joseph Brown,Cornell College (10/20/2013)
SAVES,13,Major May,Knox College (10/5/2013)
