0,1,2
POINTS,5,Beloit College (9/28/2013) Cornell College (10/20/2013)
GOALS,2,Buena Vista Univ. (9/8/2013) Beloit College (9/28/2013) Cornell College (10/20/2013) Lawrence University (10/26/2013)
ASSISTS,2,Buena Vista Univ. (9/8/2013)
SHOTS,10,Buena Vista Univ. (9/8/2013) Cornell College (10/20/2013)
SHOTS ON GOAL,7,Cornell College (10/20/2013)
SAVES,13,Knox College (10/5/2013)
