Date,Opponent,Score,Minutes,GA,GAAvg,Saves,Save %,W,L,T,SHO,Faced
8/31/2013,Coe,2-3,90:00,3,3.0,2,0.4,0,1,0,0,7
9/3/2013,Central College,1-2,90:00,2,2.5,1,0.333,0,1,0,0,0
9/6/2013,Augustana,0-3,90:00,3,2.67,5,0.625,0,1,0,0,0
9/8/2013,Buena Vista Univ.,3-2,90:00,2,2.5,2,0.5,1,0,0,0,9
9/14/2013,Nebraska Wesleyan,2-0,90:00,0,2.0,6,1.0,1,0,0,1,0
9/18/2013,Simpson,1-5,90:00,5,2.5,4,0.444,0,1,0,0,19
9/21/2013,Lake Forest College,0-1,90:00,1,2.29,2,0.667,0,1,0,0,9
9/22/2013,Carroll University,0-6,90:00,6,2.75,6,0.5,0,1,0,0,18
9/28/2013,Beloit College,4-1,90:00,1,2.56,5,0.833,1,0,0,0,7
10/5/2013,Knox College,1-2,99:53,2,2.47,13,0.867,0,1,0,0,0
10/9/2013,Univ. of Dubuque,0-1,95:47,1,2.33,7,0.875,0,1,0,0,0
10/12/2013,Monmouth College,2-0,90:00,0,2.14,2,1.0,1,0,0,1,4
10/13/2013,UW-Platteville,0-1,90:00,1,2.05,4,0.8,0,1,0,0,13
10/19/2013,Ripon College,1-0,90:00,0,1.9,1,1.0,1,0,0,1,5
10/20/2013,Cornell College,4-0,90:00,0,1.78,0,0.0,1,0,0,1,0
10/26/2013,Lawrence University,2-1,90:00,1,1.73,3,0.75,1,0,0,0,14
10/27/2013,St. Norbert College,0-3,90:00,3,1.81,9,0.75,0,1,0,0,12
11/3/2013,Illinois College,0-1,90:00,1,1.76,2,0.667,0,1,0,0,9
Totals,,-,1634,32,1.76,74,0.698,7,11,0,4,126
Opponent,,-,1635:40,23,1.27,78,0.772,11,7,0,5,137
