#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
3.0,"Ghazal, Victor 3Ghazal, Victor",18,16,899,9,5,23,55,0.164,24,0.436,2-0,2,1-1,View Bio
11.0,"Brown, Joseph 11Brown, Joseph",18,18,1210,8,4,20,49,0.163,25,0.51,1-0,4,0-0,View Bio
16.0,"Warner, Benjamin 16Warner, Benjamin",18,11,663,2,2,6,17,0.118,12,0.706,0-0,0,0-0,View Bio
4.0,"Meyer, Elliot 4Meyer, Elliot",18,18,1210,2,1,5,16,0.125,8,0.5,0-0,0,0-0,View Bio
21.0,"Brule, Nicholas 21Brule, Nicholas",15,7,304,2,0,4,6,0.333,2,0.333,0-0,1,0-0,
10.0,"Hurley, Michael 10Hurley, Michael",18,18,1102,0,3,3,20,0.0,7,0.35,3-0,0,0-0,View Bio
7.0,"Decoster, Rockne 7Decoster, Rockne",18,13,765,0,1,1,13,0.0,2,0.154,0-0,0,0-0,View Bio
26.0,"Edgerton, Ezra 26Edgerton, Ezra",18,3,514,0,1,1,4,0.0,0,0.0,0-0,0,0-0,View Bio
9.0,"Kashef, Omeed 9Kashef, Omeed",6,0,175,0,1,1,8,0.0,4,0.5,0-0,0,0-0,
17.0,"Leitson, David 17Leitson, David",12,0,294,0,1,1,5,0.0,3,0.6,1-0,0,0-0,View Bio
2.0,"Alexrod, Sandor 2Alexrod, Sandor",11,1,242,0,0,0,1,0.0,1,1.0,1-0,0,0-0,
8.0,"Botto, Marshall 8Botto, Marshall",10,0,209,0,0,0,3,0.0,1,0.333,0-0,0,0-0,View Bio
12.0,"Brown, Jerry 12Brown, Jerry",18,18,1398,0,0,0,1,0.0,0,0.0,1-0,0,0-0,View Bio
20.0,"Bulman, Jeremy 20Bulman, Jeremy",3,0,49,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
23.0,"Charney, Benjamin 23Charney, Benjamin",6,5,376,0,0,0,9,0.0,3,0.333,0-0,0,0-0,
14.0,"Christiansen, Eric 14Christiansen, Eric",11,6,424,0,0,0,1,0.0,1,1.0,2-0,0,0-0,View Bio
24.0,"Dooley, Timothy 24Dooley, Timothy",12,0,205,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
5.0,"Eng, Lukas 5Eng, Lukas",18,1,515,0,0,0,5,0.0,1,0.2,0-0,0,0-0,View Bio
28.0,"Froikin, Caelum 28Froikin, Caelum",8,1,250,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
25.0,"Graves, Christopher 25Graves, Christopher",16,0,443,0,0,0,2,0.0,1,0.5,0-0,0,0-0,View Bio
6.0,"Hart, Cyrus 6Hart, Cyrus",1,0,14,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
13.0,"Healy, Thatcher 13Healy, Thatcher",1,0,45,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
29.0,"Kakkar, Ambar 29Kakkar, Ambar",1,0,6,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
27.0,"Lavin, Joshua 27Lavin, Joshua",11,8,626,0,0,0,0,0.0,0,0.0,0-0,0,0-0,
19.0,"Liebman, Zachary 19Liebman, Zachary",12,10,911,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
1.0,"May, Major 1May, Major",14,8,596,0,0,0,0,0.0,0,0.0,1-0,0,0-0,View Bio
22.0,"Narum, Pearse 22Narum, Pearse",17,17,1106,0,0,0,1,0.0,0,0.0,3-0,0,0-0,View Bio
15.0,"Saenz, Joe 15Saenz, Joe",15,9,684,0,0,0,3,0.0,1,0.333,3-0,0,0-0,View Bio
0.0,"Tyree, Isaiah 00Tyree, Isaiah",12,10,850,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
,Total,18,-,16085,23,19,65,220,0.105,96,0.436,18-0,7,1-1,
,Opponent,18,-,16053,32,23,87,208,0.154,94,0.452,11-0,11,0-1,
