Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 7, 2013 (Saturday)",,Home,University of Chicago,"Beloit, Wis./Strong Stadium",,,"L,0-17",
"September 14, 2013 (Saturday)",,Away,Monmouth College,"Galesburg, Ill.",,,"L,14-59",
"September 21, 2013 (Saturday)",,Home,Lawrence University,"Beloit, Wis./Strong Stadium",,,"W,38-21",
"September 28, 2013 (Saturday)",,Away,Grinnell,,,,"L,17-42",
"October 5, 2013 (Saturday)",,Away,Cornell,,,,"L,24-58",
"October 12, 2013 (Saturday)",,Home,Knox College,"Beloit, Wis./Strong Stadium",,,"L,21-31",
"October 19, 2013 (Saturday)",,Home,Illinois College,"Beloit, Wis./Strong Stadium",,,"L,7-37",
"October 26, 2013 (Saturday)",,Away,Ripon College,"Ripon, Wis.",,,"L,14-40",
"November 2, 2013 (Saturday)",,Away,St. Norbert College,"De Pere, Wis.",,,"L,17-52",
"November 9, 2013 (Saturday)",,Home,Carroll University,"Beloit, Wis./Strong Stadium",,,"L,17-40",
