Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"April 20, 1904 (Wednesday)",,Neutral,Davenport,,,,"W,6-5",
"April 25, 1904 (Monday)",,Neutral,Davenport,,,,"L,7-9",
"April 28, 1904 (Thursday)",,Neutral,Davenport,,,,"L,3-7",
"May 2, 1904 (Monday)",,Neutral,Davenport,,,,"L,1-4",
"May 4, 1904 (Wednesday)",,Neutral,Davenport,,,,"L,16-25",
"May 5, 1904 (Thursday)",,Home,Nebraska,,,,"L,4-9",
"May 10, 1904 (Tuesday)",,Neutral,Coe,,,,"W,6-5",
"May 12, 1904 (Thursday)",,Neutral,Cornell,,,,"W,4-2",
"May 13, 1904 (Friday)",,Neutral,Iowa State,,,,"L,0-4",
"May 14, 1904 (Saturday)",,Neutral,Iowa,,,,"L,3-6",
"May 16, 1904 (Monday)",,Neutral,Coe,,,,"W,10-9",
"May 18, 1904 (Wednesday)",,Neutral,Simpson,,,,"W,12-8",
"May 20, 1904 (Friday)",,Neutral,Iowa State,,,,"L,1-2",
"May 24, 1904 (Tuesday)",,Neutral,Simpson,,,,"W,4-2",
"May 28, 1904 (Saturday)",,Neutral,Cornell,,,,"W,4-0",
"June 2, 1904 (Thursday)",,Neutral,Iowa,,,,"L,5-9",
"June 4, 1904 (Saturday)",,Neutral,Iowa State,,,,"L,0-11",
