Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2020 (Wednesday)",4 p.m.,Away,Concordia Univ. Wisconsin,,,,cancelled,
"September 4, 2020 (Friday)",4 p.m.,Away,Carleton College,,,,cancelled,
"September 6, 2020 (Sunday)",11 a.m.,Away,St. Olaf College,,,,cancelled,
"September 13, 2020 (Sunday)",1 p.m.,Away,UW-Platteville,,,,cancelled,
"September 16, 2020 (Wednesday)",7 p.m.,Away,Edgewood College,,,,cancelled,
"September 19, 2020 (Saturday)",1 p.m.,Away,Viterbo Univ.,,,,cancelled,
"September 24, 2020 (Thursday)",7 p.m.,Home,UW-Oshkosh,,,,cancelled,
"September 25, 2020 (Friday)",6 p.m.,Home,UW-Stevens Point,,,,cancelled,
"September 27, 2020 (Sunday)",3:30 p.m.,Away,Lake Forest College,,,,cancelled,
"September 30, 2020 (Wednesday)",6 p.m.,Home,Ripon College,,,,cancelled,
"October 3, 2020 (Saturday)",1:30 p.m.,Home,Monmouth College,,,,cancelled,
"October 4, 2020 (Sunday)",1:30 p.m.,Home,Grinnell College,,,,cancelled,
"October 10, 2020 (Saturday)",1:30 p.m.,Away,Knox College,,,,cancelled,
"October 11, 2020 (Sunday)",1:30 p.m.,Away,Illinois College,,,,cancelled,
"October 14, 2020 (Wednesday)",6 p.m.,Home,Carroll Univ.,,,,cancelled,
"October 17, 2020 (Saturday)",2:30 p.m.,Home,Beloit College,,,,cancelled,
"October 21, 2020 (Wednesday)",6 p.m.,Home,Milwaukee School of Engineering,,,,cancelled,
"October 24, 2020 (Saturday)",1:30 p.m.,Home,Cornell College,,,,cancelled,
"October 25, 2020 (Sunday)",2 p.m.,Home,UW-Eau Claire,,,,cancelled,
"October 28, 2020 (Wednesday)",7:30 p.m.,Away,Lawrence Univ.,,,,cancelled,
