Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Bresnahan, Cara",SO-2,36.59m,"120' 0""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Bresnahan, Cara",SO-2,35.77m,"117' 4""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Bresnahan, Cara",SO-2,34.72m,"113' 11""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Bresnahan, Cara",SO-2,34.24m,"112' 4""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Bresnahan, Cara",SO-2,34.01m,"111' 7""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Bresnahan, Cara",SO-2,33.73m,"110' 8""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Bresnahan, Cara",SO-2,33.51m,"109' 11""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Bresnahan, Cara",SO-2,33.49m,"109' 10""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Bresnahan, Cara",SO-2,33.09m,"108' 7""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Bresnahan, Cara",SO-2,33.07m,"108' 6""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Bresnahan, Cara",SO-2,32.81m,"107' 8""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Bresnahan, Cara",SO-2,32.68m,"107' 3""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Bresnahan, Cara",SO-2,32.61m,"107' 0""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Bresnahan, Cara",SO-2,32.54m,"106' 9""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Bresnahan, Cara",SO-2,32.19m,"105' 7""",2017 Kip Janvrin Open,"Apr 27, 2017"
,"Bresnahan, Cara",SO-2,32.12m,"105' 4""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Bresnahan, Cara",SO-2,32.07m,"105' 2""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Bresnahan, Cara",SO-2,31.57m,"103' 7""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Bresnahan, Cara",SO-2,31.57m,"103' 7""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Bresnahan, Cara",SO-2,31.41m,"103' 1""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Bresnahan, Cara",SO-2,30.96m,"101' 7""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Bresnahan, Cara",SO-2,30.95m,"101' 6""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Bresnahan, Cara",SO-2,30.43m,"99' 10""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Bresnahan, Cara",SO-2,30.27m,"99' 4""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Bresnahan, Cara",SO-2,30.00m,"98' 5""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Bresnahan, Cara",SO-2,29.78m,"97' 8""",2017 Kip Janvrin Open,"Apr 27, 2017"
,"Bresnahan, Cara",SO-2,29.65m,"97' 3""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Bresnahan, Cara",SO-2,29.41m,"96' 6""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Bresnahan, Cara",SO-2,28.61m,"93' 10""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Bresnahan, Cara",SO-2,28.48m,"93' 5""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Bresnahan, Cara",SO-2,28.26m,"92' 8""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Bresnahan, Cara",SO-2,28.23m,"92' 7""",2017 Kip Janvrin Open,"Apr 27, 2017"
,"Bresnahan, Cara",SO-2,25.10m,"82' 4""",2017 Kip Janvrin Open,"Apr 27, 2017"
