Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Neckopulos, Alex",JR-3,35.39m,"116' 1""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Neckopulos, Alex",JR-3,34.13m,"112' 0""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Neckopulos, Alex",JR-3,33.93m,"111' 4""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Neckopulos, Alex",JR-3,33.56m,"110' 1""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Neckopulos, Alex",JR-3,33.41m,"109' 7""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Neckopulos, Alex",JR-3,33.33m,"109' 4""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Neckopulos, Alex",JR-3,33.05m,"108' 5""",2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Neckopulos, Alex",JR-3,33.00m,"108' 3""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Neckopulos, Alex",JR-3,32.82m,"107' 8""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Neckopulos, Alex",JR-3,32.67m,"107' 2""",2017 Cornell Invite,"Apr 8, 2017"
,"Neckopulos, Alex",JR-3,32.45m,"106' 5""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Neckopulos, Alex",JR-3,32.28m,"105' 11""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Neckopulos, Alex",JR-3,32.24m,"105' 9""",Midwest Conference Outdoor Championship,"May 12, 2017"
,"Neckopulos, Alex",JR-3,32.07m,"105' 2""",2017 Dick Young Invitational,"Apr 22, 2017"
,"Neckopulos, Alex",JR-3,31.92m,"104' 9""",2017 Kip Janvrin Open,"Apr 27, 2017"
,"Neckopulos, Alex",JR-3,31.68m,"103' 11""",2017 Cornell Invite,"Apr 8, 2017"
,"Neckopulos, Alex",JR-3,31.65m,"103' 10""",Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Neckopulos, Alex",JR-3,31.64m,"103' 10""",Monmouth Fighting Scots Outdoor,"May 6, 2017"
