Date,Opponent,W/L,SP,K,E,TA,PCT,AST,SA,SE,RE,DIG,BS,BA,BE,TB,BHE,PTS
8/30/2024,at Fontbonne,L,3,20,18,98,0.02,18,4,3,6,34,2,4,0,4.0,0,28.0
8/30/2024,at Saint Mary's (MN),L,3,30,16,111,0.126,26,4,11,10,50,0,4,0,2.0,0,36.0
8/31/2024,at St. Scholastica,L,4,35,20,141,0.106,30,10,8,13,60,1,4,0,3.0,0,48.0
8/31/2024,at Bethany Lutheran,L,3,16,24,106,-0.075,15,4,3,5,48,2,0,0,2.0,0,22.0
9/03/2024,Buena Vista,L,3,31,20,117,0.094,29,4,8,8,49,6,0,0,6.0,1,41.0
9/06/2024,vs Wis.-Platteville,W,3,49,17,99,0.323,44,9,8,3,38,0,6,0,3.0,0,61.0
9/06/2024,Coe,L,3,36,21,125,0.12,35,2,5,7,51,2,6,1,5.0,0,43.0
9/11/2024,at Neb. Wesleyan,W,5,60,22,200,0.19,49,8,9,5,98,0,4,0,2.0,0,70.0
9/13/2024,vs Wis.-Superior,L,5,67,39,225,0.124,61,5,5,5,112,2,14,1,9.0,0,81.0
9/13/2024,Macalester,L,3,38,19,135,0.141,32,8,5,7,55,1,10,0,6.0,0,52.0
9/14/2024,vs Lewis & Clark,L,4,36,24,144,0.083,35,11,6,10,82,0,2,0,1.0,0,48.0
9/14/2024,vs Carleton,W,4,46,24,173,0.127,42,15,5,9,86,1,24,0,13.0,0,74.0
9/18/2024,at Simpson,L,5,50,32,182,0.099,40,8,1,9,75,0,14,0,7.0,0,65.0
9/20/2024,at Loras,L,3,34,26,104,0.077,31,4,8,3,33,1,12,0,7.0,0,45.0
9/20/2024,at Augustana (IL),W,5,54,19,174,0.201,48,4,9,6,83,2,6,0,5.0,0,63.0
9/24/2024,Wartburg,W,4,61,20,153,0.268,54,11,6,5,81,3,6,1,6.0,0,78.0
9/27/2024,at Central (IA),L,5,55,33,195,0.113,52,6,4,10,103,0,16,0,8.0,0,69.0
10/01/2024,at Beloit,L,3,26,17,100,0.09,21,5,3,8,49,1,2,0,2.0,0,33.0
10/05/2024,at Luther,L,3,20,18,88,0.023,18,2,3,10,36,1,4,0,3.0,0,25.0
10/12/2024,Lawrence,L,3,27,9,85,0.212,23,6,6,12,33,2,2,0,3.0,1,36.0
10/18/2024,Illinois Col.,L,4,43,23,164,0.122,41,8,5,12,79,1,10,2,6.0,2,57.0
10/19/2024,Knox,L,3,23,17,88,0.068,20,4,4,14,39,0,6,1,3.0,0,30.0
10/23/2024,NYU,W,3,37,12,96,0.26,36,6,4,8,52,0,20,0,10.0,0,53.0
10/25/2024,Kean,W,3,41,16,111,0.225,37,10,7,6,45,0,8,2,4.0,0,55.0
10/25/2024,vs Stevens,W,4,70,28,198,0.212,60,4,5,3,99,2,6,2,5.0,1,79.0
11/01/2024,at Ripon,L,3,30,14,109,0.147,29,7,12,8,49,1,4,0,3.0,0,40.0
11/02/2024,at Lake Forest,L,3,26,18,93,0.086,23,3,9,6,39,0,8,0,4.0,0,33.0
11/06/2024,Cornell College,W,4,48,19,149,0.195,48,10,8,7,81,2,20,1,12.0,0,70.0
11/09/2024,at Monmouth (IL),L,5,63,26,192,0.193,56,6,9,5,93,1,10,0,6.0,0,75.0
11/15/2024,vs Monmouth (IL),L,4,40,34,194,0.031,37,7,6,7,93,1,16,1,9.0,0,56.0
11/16/2024,Cornell College,W,4,62,17,136,0.331,56,7,10,6,71,2,14,1,9.0,0,78.0
,Opponents,,114,1274,662,4285,0.143,1146,202,195,233,1996,37,262,13,168.0,5,1644.0
,Grinnell,,114,1360,571,4288,0.184,1228,233,263,202,1968,53,228,20,167.0,3,1760.0
