Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 2, 2000 (Saturday)",,Away,Northwestern-Roseville,Roseville,,,,"W,3-2",
"September 6, 2000 (Wednesday)",,Away,Wisconsin-Stout,Menomonie,,,,"L,2-3",
"September 8, 2000 (Friday)",,Neutral,UW-Eau Claire,St. Paul,,,Augsburg Invitational,"L,0-3",
"September 8, 2000 (Friday)",,Neutral,Simpson,"Augsburg (Minneapolis, Minn.)",,,Augsburg Invitational,"W,3-0",
"September 8, 2000 (Friday)",,Neutral,St. Benedict,Augsburg (Minneapolis),,,Augsburg Invitational,"W,3-0",
"September 8, 2000 (Friday)",,Neutral,Bethel,Augsburg (Minneapolis),,,Augsburg Invitational,"W,3-0",
"September 13, 2000 (Wednesday)",,Home,St. Olaf,St. Paul,,,,"L,1-3",
"September 15, 2000 (Friday)",,Neutral,Northwestern-Roseville,Bethel (Arden Hills),,,Bethel Invitational,"W,3-0",
"September 15, 2000 (Friday)",,Neutral,Wisconsin-La Crosse,Bethel (Arden Hills),,,Bethel Invitational,"W,3-1",
"September 15, 2000 (Friday)",,Away,Bethel,Arden Hills,,,Bethel Invitational,"L,1-3",
"September 15, 2000 (Friday)",,Neutral,St. Thomas,Bethel (Arden Hills),,,Bethel Invitational,"W,3-1",
"September 20, 2000 (Wednesday)",,Away,Concordia College (Minn.),"Moorhead, MN",,,,"W,3-1",
"September 22, 2000 (Friday)",,Away,Wisconsin-River Falls,River Falls,,,,"L,1-3",
"September 27, 2000 (Wednesday)",,Away,Carleton,Northfield,,,,"W,3-0",
"September 29, 2000 (Friday)",,Home,Gustavus-Adolphus,St. Paul,,,,"W,3-0",
"September 30, 2000 (Saturday)",,Home,Augsburg,St. Paul,,,,"W,3-0",
"October 3, 2000 (Tuesday)",,Away,Hamline,St. Paul,,,,"W,3-1",
"October 4, 2000 (Wednesday)",,Away,Concordia-St. Paul,St. Paul,,,,"W,3-1",
"October 11, 2000 (Wednesday)",,Home,St.Mary's,St. Paul,,,,"L,1-3",
"October 13, 2000 (Friday)",,Away,St. Thomas,St. Paul,,,,"W,3-0",
"October 14, 2000 (Saturday)",,Home,St. Catherine,St.  Paul,,,,"W,3-0",
"October 18, 2000 (Wednesday)",,Away,College of Saint Benedict,"St. Joseph, MN",,,,"W,3-1",
"October 25, 2000 (Wednesday)",,Home,Bethel,St. Paul,,,,"W,3-1",
"October 27, 2000 (Friday)",,Neutral,Wisconsin Stevens Point,Oshkosh,,,Wisconsin-Oshkosh Invitational,"W,3-0",
"October 27, 2000 (Friday)",,Neutral,Simpson,Oshkosh,,,Wisconsin-Oshkosh Invitational,"L,1-3",
"October 27, 2000 (Friday)",,Neutral,Millikin,Oshkosh,,,Wisconsin-Oshkosh Invitational,"W,3-1",
"October 27, 2000 (Friday)",,Neutral,Benedictine (Ill.),Oshkosh,,,Wisconsin-Oshkosh Invitational,"W,3-0",
"November 3, 2000 (Friday)",,Neutral,Concordia,St. Mary's (Winona),,,MIAC Championship,"W,3-1",
"November 3, 2000 (Friday)",,Neutral,St. Olaf,St. Mary's (Winona),,,MIAC Championship,"L,1-3",
"November 3, 2000 (Friday)",,Neutral,Bethel,St. Mary's (Winona),,,MIAC Championship,"W,3-1",
