Name,GP,BLK,BLK/G
"#33 Curta, Nick",23,26,1.1
"#25 Van Oort, Jake",19,15,0.8
"#35 Ekstrand, Jacob",23,10,0.4
"#05 Curta, Vinny",23,4,0.2
"#23 Davis, Ryan",16,3,0.2
"#03 Parker, Kyle",19,3,0.2
"#15 Phillip, Ikaika",21,3,0.1
"#54 Boehm, Griffin",23,2,0.1
"#10 Jasaitis , Matt",22,2,0.1
"#25 Van Oort, Jake",2,2,1.0
"#13 Johnson, Ky-Sean",23,1,0.0
"#02 Redhead, Andrew",20,1,0.1
