Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 11, 1986 (Thursday)",,Away,University of Wisconsin,"Madison, WI",,,"L,0-11",
"September 13, 1986 (Saturday)",,Home,St. Norbert College,"Lake Forest, IL",,,"W,2-1(OT)",
"September 17, 1986 (Wednesday)",,Home,Beloit,"Lake Forest, IL",,,"W,2-0",
"September 20, 1986 (Saturday)",,Away,Ripon College,"Ripon, WI",,,"W,3-0",
"September 23, 1986 (Tuesday)",,Home,Kalamazoo College,"Lake Forest, IL",,,"L,0-5",
"September 27, 1986 (Saturday)",,Away,Lawrence University,"Appleton, WI",,,"W,4-0",
"October 3, 1986 (Friday)",,Away,Beloit College,"Beloit, WI",,,"L,0-2",
"October 4, 1986 (Saturday)",,Home,Ripon College,"Lake Forest, IL",,,"W,5-3",
"October 7, 1986 (Tuesday)",,Away,University of Chicago,"Chicago, IL",,,"L,0-1",
"October 11, 1986 (Saturday)",,Home,Lawrence University,"Lake Forest, IL",,,"W,5-1",
"October 15, 1986 (Wednesday)",,Away,University of Wisconsin-Milwaukee,"Milwaukee, Wisconsin",,,"L,0-11",
"October 18, 1986 (Saturday)",,Away,St. Norbert College,De Pere. WI,,,"L,0-3",
"October 21, 1986 (Tuesday)",,Home,University of Chicago,"Lake Forest, IL",,,"W,4-1",
"October 25, 1986 (Saturday)",,Home,Quincy University,"Lake Forest, IL",,,"L,0-1",
