Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:33.44,"Shults, Jacobs, Ampim-Darko, Henderson",Midwest Conference Indoor Championships,"Feb 22, 2019"
,1:33.87,"Shults, Jacobs, Ampim-Darko, Henderson",Wartburg Indoor Invite,"Feb 16, 2019"
,1:38.20,"Ampim-Darko, Henderson, Jacobs, Taylor",Hilltop Invitational,"Jan 19, 2019"
