0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Spring Invite,"April 17-18, 2021",2,81-76=157,+17,2nd/49
Simpson Invitational,"April 21, 2021",1,78,+6,2nd/25
Grinnell vs. William Penn B,"April 24, 2021",1,77,+7,2nd/13
SLIAC Women's Championships,"May 1-2, 2021",2,86-77=163,+19,5th/36
NCAA D-III Women's Golf Championship,"May 11-14, 2021",4,87-89-80--2=256,+40,
SEASON TOTALS,SEASON TOTALS,9,731 Avg. 81.2,+10,-
