0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Spring Invite,"April 17-18, 2021",2,82-84=166,+26,t-10th/49
Simpson Invitational,"April 21, 2021",1,83,+11,7th/25
Grinnell vs. William Penn B,"April 24, 2021",1,81,+11,6th/13
SLIAC Women's Championships,"May 1-2, 2021",2,82-79=161,+17,4th/36
NCAA D-III Women's Golf Championship,"May 11-14, 2021",4,82-82-83--2=247,+31,
SEASON TOTALS,SEASON TOTALS,9,738 Avg. 82.0,+11,-
