Unnamed: 0,Time,Athletes,Meet,Meet Date
,13:11.43,"Pinnette, Jensen, Teagle, Smith",Midwest Conference Indoor Championships,"Feb 27, 2015"
,13:28.09,"Young, Miller, Smith, Seer",2015 Hilltop Invite,"Jan 31, 2015"
