Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Dalton, Adam",SR-4,31:39.75,NCC Gregory Final Qualifier Track & Field Meet - 2016,"May 18, 2016"
,"McLean, Anthony",SR-4,33:18.03,16 Midwest Conference Championships,"May 13, 2016"
,"Bass, Stewart",SO-2,35:10.01,16 Midwest Conference Championships,"May 13, 2016"
,"Mundell, Lex",SR-4,36:53.79,Embry-Riddle Spike's Classic - Collegiate,"Apr 1, 2016"
,"Healey, Aidan",SR-4,37:26.73,Embry-Riddle Spike's Classic - Collegiate,"Apr 1, 2016"
