School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Illinois Col.*^,13-3,.812,24-5,.828,L1,12-2,10-3,2-0
Grinnell*,12-4,.750,19-7,.731,L1,11-2,7-5,1-0
Beloit*,9-7,.562,16-10,.615,L2,8-3,7-6,1-1
Ripon*,9-7,.562,11-15,.423,L1,6-6,5-9,0-0
Monmouth (IL),7-9,.438,13-12,.520,L3,8-5,5-7,0-0
Lake Forest,7-9,.438,9-16,.360,W1,6-5,3-10,0-1
Knox,6-10,.375,13-12,.520,W1,8-5,3-7,2-0
Cornell College,6-10,.375,9-16,.360,L1,4-7,4-8,1-1
Lawrence,3-13,.188,5-20,.200,L4,4-7,1-13,0-0
