School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Ripon#*,13-3,.812,18-8,.692,L1,11-3,6-5,1-0
Cornell College*,12-4,.750,19-8,.704,W3,5-5,12-2,2-1
Grinnell*,10-6,.625,16-9,.640,L3,10-3,6-5,0-1
Illinois Col.*,10-6,.625,14-11,.560,L1,8-3,6-8,0-0
Lawrence,9-7,.562,12-13,.480,W2,6-6,5-7,1-0
Lake Forest,9-7,.562,10-15,.400,W1,6-6,4-9,0-0
Knox,4-12,.250,8-16,.333,L3,4-8,4-8,0-0
Beloit,3-13,.188,6-19,.240,L6,3-8,2-11,1-0
Monmouth (IL),2-14,.125,3-21,.125,L8,2-9,1-11,0-1
