School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Monmouth (IL),10-2,.833,16-5,.762,W6,9-1,7-3,0-1
Grinnell,10-3,.769,17-5,.773,W4,11-2,6-3,0-0
Illinois Col.,8-5,.615,15-7,.682,W1,9-2,6-5,0-0
Cornell College,7-5,.583,13-8,.619,L2,5-6,7-2,1-0
Ripon,7-5,.583,10-11,.476,W2,5-3,4-8,1-0
Lake Forest,6-6,.500,9-12,.429,L1,5-3,4-7,0-2
Lawrence,4-9,.308,6-16,.273,L1,3-8,2-8,1-0
Beloit,3-10,.231,7-14,.333,W1,3-8,3-5,1-1
Knox,1-11,.083,4-17,.190,L6,2-7,2-10,0-0
