Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 6, 2025 (Saturday)",6:00 (MST),Neutral,Claremont-Mudd-Scripps Colleges,"Chandler, AZ",,,,,WatchLive StatsHistory
"September 13, 2025 (Saturday)",1:00 p.m.,Away,Illinois College,"Jacksonville, IL",,,,,History
"September 20, 2025 (Saturday)",1:00 p.m.,Home,Monmouth College,"Lake Forest, IL/Farwell Field",,,Heroes Day,,WatchLive StatsHistory
"October 4, 2025 (Saturday)",1:00 p.m.,Away,Ripon College,"Ripon, WI",,,,,History
"October 11, 2025 (Saturday)",1:00 p.m.,Home,Beloit College,"Lake Forest, IL/Farwell Field",,,Homecoming,,WatchLive StatsHistory
"October 18, 2025 (Saturday)",1:00 p.m.,Home,Grinnell College,"Lake Forest, IL/Farwell Field",,,,,WatchLive StatsHistory
"October 25, 2025 (Saturday)",1:00 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,,WatchLive StatsHistory
"November 1, 2025 (Saturday)",1:00 p.m.,Home,Lawrence University,"Lake Forest, IL/Farwell Field",,,,,WatchLive StatsHistory
"November 8, 2025 (Saturday)",12:00 p.m.,Away,Knox College,"Galesburg, IL",,,,,History
"November 17, 2025 (Monday)",12:00 p.m.,Home,University of Chicago,"Lake Forest, IL/Farwell Field",,,Senior Day/Parents Day,,WatchLive StatsHistory
