Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Fornari, Luca",FR-1,3.98m,"13' 0.75""",Grinnell Invitational,"Jan 29, 2022"
,"Fornari, Luca",FR-1,3.85m,"12' 7.5""",Darren Young Invitational,"Feb 12, 2022"
,"Fornari, Luca",FR-1,3.83m,"12' 6.75""",Grinnell Invitational,"Jan 29, 2022"
,"Fornari, Luca",FR-1,3.80m,"12' 5.5""",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Fornari, Luca",FR-1,3.75m,"12' 3.5""",Liz Wuertz Invite,"Feb 19, 2022"
,"Fornari, Luca",FR-1,3.70m,"12' 1.5""",Darren Young Invitational,"Feb 12, 2022"
,"Fornari, Luca",FR-1,3.68m,"12' 0.75""",Grinnell Invitational,"Jan 29, 2022"
,"Hollond, Sterling",FR-1,3.65m,"11' 11.75""",Hilltop Invitational,"Jan 22, 2022"
,"Fornari, Luca",FR-1,3.65m,"11' 11.75""",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Fornari, Luca",FR-1,3.60m,"11' 9.75""",Liz Wuertz Invite,"Feb 19, 2022"
,"Hollond, Sterling",FR-1,3.57m,"11' 8.5""",Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Hollond, Sterling",FR-1,3.53m,"11' 7""",Grinnell Invitational,"Jan 29, 2022"
,"Fornari, Luca",FR-1,3.53m,"11' 7""",Grinnell Invitational,"Jan 29, 2022"
,"Hollond, Sterling",FR-1,3.50m,"11' 5.75""",Hilltop Invitational,"Jan 22, 2022"
,"Hollond, Sterling",FR-1,3.50m,"11' 5.75""",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Fornari, Luca",FR-1,3.50m,"11' 5.75""",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Hollond, Sterling",FR-1,3.45m,"11' 3.75""",Liz Wuertz Invite,"Feb 19, 2022"
,"Hollond, Sterling",FR-1,3.42m,"11' 2.5""",Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Hollond, Sterling",FR-1,3.40m,"11' 1.75""",Darren Young Invitational,"Feb 12, 2022"
,"Hollond, Sterling",FR-1,3.38m,"11' 1""",Grinnell Invitational,"Jan 29, 2022"
,"Hollond, Sterling",FR-1,3.35m,"10' 11.75""",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Hollond, Sterling",FR-1,3.35m,"10' 11.75""",Hilltop Invitational,"Jan 22, 2022"
,"Fornari, Luca",FR-1,3.35m,"10' 11.75""",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
