Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Carlson, Athena",SO-2,19.91m,"65' 4""",Cornell College Invitational,"Apr 6, 2013"
,"Carlson, Athena",SO-2,18.97m,"62' 3""",Kip Janvrin Open,"Apr 25, 2013"
,"Hammond, Edith",SR-4,18.82m,"61' 9""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Carlson, Athena",SO-2,17.16m,"56' 3""",2013 Monmouth Fighting Scots,"May 4, 2013"
,"Carlson, Athena",SO-2,16.86m,"55' 4""",2013 Monmouth Fighting Scots,"May 4, 2013"
,"Carlson, Athena",SO-2,16.53m,"54' 3""",2013 Monmouth Fighting Scots,"May 4, 2013"
,"Carlson, Athena",SO-2,16.00m,"52' 6""",Cornell College Invitational,"Apr 6, 2013"
,"Hammond, Edith",SR-4,15.61m,"51' 2""",Cornell College Invitational,"Apr 6, 2013"
,"Carlson, Athena",SO-2,15.55m,"51' 0""",Cornell College Invitational,"Apr 6, 2013"
,"Hammond, Edith",SR-4,15.14m,"49' 8""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Hammond, Edith",SR-4,14.69m,"48' 2""",Kip Janvrin Open,"Apr 25, 2013"
,"Hammond, Edith",SR-4,14.54m,"47' 8""",Cornell College Invitational,"Apr 6, 2013"
,"Hammond, Edith",SR-4,11.80m,"38' 8""",Cornell College Invitational,"Apr 6, 2013"
