Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Clennon, Emily",JR-3,13.34,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",1.1
,"Clennon, Emily",JR-3,13.42,2013 Monmouth Fighting Scots,"May 4, 2013",0.1
,"Ajinjeru, Christine",JR-3,13.52,Walt Disney World Invitational,"Mar 22, 2013",0.9
,"Clennon, Emily",JR-3,13.56,Central College Open,"Apr 20, 2013",0.0
,"Clennon, Emily",JR-3,13.58,Kip Janvrin Open,"Apr 25, 2013",0.7
,"Clennon, Emily",JR-3,13.63,Walt Disney World Invitational,"Mar 22, 2013",0.6
,"Goldman, Elsa",SO-2,13.8,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",1.1
,"Carpenter, Becca",SO-2,13.83,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",1.1
,"Carpenter, Becca",SO-2,13.86,2013 Monmouth Fighting Scots,"May 4, 2013",0.4
,"Goldman, Elsa",SO-2,14.05,Cornell College Invitational,"Apr 6, 2013",-0.4
,"Goldman, Elsa",SO-2,14.06,Kip Janvrin Open,"Apr 25, 2013",0.7
,"Miller, Isabelle",SR-4,14.08,Cornell College Invitational,"Apr 6, 2013",-1.2
,"Jensen, Sarah",SO-2,14.29,Central College Open,"Apr 20, 2013",0.3
,"Carpenter, Becca",SO-2,14.32,Cornell College Invitational,"Apr 6, 2013",-0.8
,"Robert, Miranda",SO-2,14.41,Cornell College Invitational,"Apr 6, 2013",1.1
,"Jensen, Sarah",SO-2,14.43,Cornell College Invitational,"Apr 6, 2013",1.1
,"Carpenter, Becca",SO-2,14.43,Central College Open,"Apr 20, 2013",-0.1
,"Robert, Miranda",SO-2,14.48,2013 Monmouth Fighting Scots,"May 4, 2013",0.4
,"Goldman, Elsa",SO-2,14.54,Walt Disney World Invitational,"Mar 22, 2013",0.9
,"Zucker, Kelly",SR-4,14.65,Central College Open,"Apr 20, 2013",0.0
