Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 30, 2024 (Friday)",3:00 p.m.,Home,Mount Mary University,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Classic,"W,3-0",Box ScoreRecap
"August 30, 2024 (Friday)",7:00 p.m.,Home,Luther College,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Classic,"L,2-3",Box ScoreRecap
"August 31, 2024 (Saturday)",12:00 p.m.,Home,Marian University,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Classic,"W,3-2",Box ScoreRecap
"August 31, 2024 (Saturday)",2:00 p.m.,Home,Illinois Institute of Technology,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Classic,"L,0-3",Box ScoreRecap
"September 6, 2024 (Friday)",3:00 p.m.,Neutral,Maranatha Baptist  University,"Milwaukee, Wis.",,,Mount Mary Blue Angel Bash,"W,3-0",Box ScoreRecap
"September 6, 2024 (Friday)",7:30 p.m.,Neutral,Bluffton University,"Milwaukee, Wis.",,,Mount Mary Blue Angel Bash,"L,0-3",Box ScoreRecap
"September 7, 2024 (Saturday)",10:00 a.m.,Away,Mount Mary University,"Milwaukee, Wis.",,,Mount Mary Blue Angel Bash,"W,3-0",Box ScoreRecap
"September 7, 2024 (Saturday)",12:15 p.m.,Neutral,Alverno College,"Milwaukee, Wis.",,,Mount Mary Blue Angel Bash,"W,3-0",Box ScoreRecap
"September 13, 2024 (Friday)",4:00 p.m.,Home,Maranatha Baptist  University,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"W,3-0",Box ScoreRecap
"September 13, 2024 (Friday)",8:00 p.m.,Home,College of St. Scholastica,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"L,0-3",Box ScoreRecap
"September 14, 2024 (Saturday)",1:00 p.m.,Home,Saint Mary's University (Minn.),"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"L,2-3",Box ScoreRecap
"September 14, 2024 (Saturday)",3:00 p.m.,Home,Hamline University,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,Red Hawks Invitational,"L,1-3",Box ScoreRecap
"September 21, 2024 (Saturday)",2:00 p.m.,Neutral,Beloit College,"Milwaukee, Wis.",,,MSOE Triangular,"W,3-0",Box ScoreRecap
"September 21, 2024 (Saturday)",4:00 p.m.,Away,Milwaukee School of Engineering,"Milwaukee, Wis.",,,MSOE Triangular,"L,1-3",Box ScoreRecap
"September 27, 2024 (Friday)",7:00 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,,"L,1-3",Box ScoreRecap
"September 28, 2024 (Saturday)",1:00 p.m.,Home,Marian University,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"L,1-3",Box ScoreRecap
"October 4, 2024 (Friday)",7:00 p.m.,Home,Monmouth College,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"L,0-3",Box ScoreRecap
"October 5, 2024 (Saturday)",1:00 p.m.,Home,Illinois College,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"L,0-3",Box ScoreRecap
"October 12, 2024 (Saturday)",1:00 p.m.,Home,Cornell College,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"L,0-3",Box ScoreRecap
"October 18, 2024 (Friday)",7:00 p.m.,Away,Loras College,"Dubuque, Iowa",,,,"L,1-3",Box ScoreRecap
"October 22, 2024 (Tuesday)",6:00 p.m.,Neutral,Milwaukee School of Engineering,"De Pere, Wis.",,,,"W,3-1",Box ScoreRecap
"October 22, 2024 (Tuesday)",8:00 p.m.,Away,St. Norbert College,"De Pere, Wis.",,,,"L,0-3",Box ScoreRecap
"October 26, 2024 (Saturday)",1:00 p.m.,Away,Knox College,"Galesburg, Ill.",,,,"L,1-3",Box ScoreRecap
"November 1, 2024 (Friday)",7:00 p.m.,Away,Grinnell College,"Grinnell, Iowa",,,,"L,0-3",Box ScoreRecap
"November 2, 2024 (Saturday)",1:00 p.m.,Away,Beloit College,"Beloit, Wis.",,,,"W,3-0",Box ScoreRecap
"November 8, 2024 (Friday)",7:00 p.m.,Home,Lawrence University,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,,"L,0-3",Box ScoreRecap
"November 9, 2024 (Saturday)",11:00 a.m.,Home,Coe College,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Triangular,"L,0-3",Box ScoreRecap
"November 9, 2024 (Saturday)",3:00 p.m.,Home,Mount Mary University,"Ripon, Wis./Doc Weiske '50 Memorial Gymnasium",,,Ripon College Triangular,"W,3-0",Box ScoreRecap
