Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Fadden, Lucas",FR-1,21.77,Midwest Conference Outdoor Championships,"May 12, 2023",-1.4
,"Saldanha, John Michael",FR-1,22.86,D3 Challenge,"Mar 25, 2023",0.7
,"Walcher, Kyler",JR-3,23.74,Mustang Open,"Apr 1, 2023",2.0
,"Hiser, Alexander",JR-3,23.8,Rittgers Invitational,"Apr 7, 2023",-0.8
,"Novelle, Jack",FR-1,23.92,D3 Challenge,"Mar 25, 2023",0.7
,"Fuller, Andrew",JR-3,23.98,Rittgers Invitational,"Apr 7, 2023",-0.9
,"Fornari, Luca",SO-2,23.99,D3 Challenge,"Mar 25, 2023",0.7
,"Milenge, Moise",FR-1,24.89,Midwest Conference Outdoor Championships,"May 12, 2023",-1.2
,"Gilbert, Aiden",SO-2,26.02,Dick Young Classic,"Apr 22, 2023",0.5
