Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 28, 2021 (Saturday)",11:00 am,Away,Central College,"Pella, IA",,,,"L,1-8",Box ScoreRecap
"September 4, 2021 (Saturday)",1:00 pm,Neutral,University of Wisconsin-Stout,"Dubuque, IA",,,,"L,0-9",Box ScoreRecapBox Score
"September 4, 2021 (Saturday)",4:00 pm,Away,University of Dubuque,"Dubuque, IA",,,,"L,1-8",Box ScoreRecap
"September 18, 2021 (Saturday)",9:00 am,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-9",Box ScoreRecapMonmouth vs Lake Forest (9 18 2021)
"September 25, 2021 (Saturday)",9:00 am,Away,Ripon College,"Ripon, WI",,,,"L,0-9",Box ScoreRecap2021 Ripon College Women's Tennis    Monmouth College vs Ripon College (09 25 21)
"September 25, 2021 (Saturday)",2:00 pm,Away,Lawrence University,"Appleton, WI",,,,"L,0-9",Box ScoreRecapTennis at Lawrence
"October 2, 2021 (Saturday)",2:00 pm,Away,Illinois College,"Jacksonville, IL",,,,"L,3-6",Box Score
"October 9, 2021 (Saturday)",9:00 am,Home,Grinnell College,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,0-9",
"October 9, 2021 (Saturday)",3:00 pm,Home,Cornell College,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,1-8",Box Score
"October 16, 2021 (Saturday)",,Home,Midwest Conference,"Madison, WI",,,MWC Doubles Championship,,
"October 17, 2021 (Sunday)",,Home,Midwest Conference,"Madison, WI",,,MWC Singles Championships,,2021 Lawrence University Women's Tennis    10 16 17 21    Midwest Conference Championships
